0,1
李振岐,"    李振岐（1922.10.04-2007.09.23）植物病理学家和小麦锈病专家。出生于河北省遵化市。1949年毕业于西北农学院。50年代和80年代先后在前苏联莫斯科农学院进修和在美国蒙大拿大学合作研究。长期从事农业植物病理学和植物免疫学教学及小麦条锈病和植物免疫研究，主编了我国第一本《植物免疫学》全国统编教材。     在国内首先揭示了陕、甘、青地区小麦条锈病菌的越夏、越冬和流行传播规律,并且发现陇南和陇东等早播冬麦区为秋季菌源基地和传播桥梁地带， 提出了防治途径，为开展全国小麦条锈病流行体系研究奠定了坚实基础。主持研究了我国小麦品种抗条锈性丧失规律，发现品种抗锈性丧失由西部麦区向东部麦区发展，陇南为小麦条锈菌的主要越夏易变区和新小种策源地， 病菌小种毒性变异为引起品种抗锈性丧失的主要原因，品种植株群体遗传分化与山区低温为引起变异的重要诱因，半山为变异的关键地带，并提出了控制对策和建议。     主持系统研究了天水地区和关中地区小麦条锈病为主的病虫发生软件，提出了综合治理策略和技术方案，对控制两地区1990和1991年及其以后病虫流行发挥了重要指导作用。此外，在秦岭植物锈病，小麦条锈菌毒性变异的分子机理和大型真菌的生态学研究等方面也取得了重要进展。 发表论文150多篇；主编、合编、合著专著7本。先后获国家奖2项，何梁何利奖1项，省部级奖5项。     1997年当选为中国工程院院士。"
雷廷权,    雷廷权（1928.01.23-2007.12.06）金属材料与热处理专家。陕西省西安市人。1949年毕业于西北工学院获学士学位；1960年获莫斯科钢铁学院副博士学位。长期从事金属材料及热处理的研究工作。开创我国形变热处理基础研究，提出多项新工艺并在导弹及火箭弹壳体、汽轮机叶片、车刀等重要零件上获得应用；率先开展双相钢及双相组织热处理研究，提出新的强度理论。他研制的双相钢新品种在汽车零件获得应用。研制成功短纤维增强熔石英基复合材料，定为某航天防热构件新一代材料工艺。多次获得国家及省部级奖励。发表学术论文400余篇，专著8本。     1997年当选为中国工程院院士。
屈梁生,"    屈梁生（1931.03.17-2007.12.07）机器质量控制与监控诊断专家。江苏省常熟市（县）人。1952 年毕业于交通大学。长期从事机械质量控制与监测诊断领域的基础性、开拓性研究，提出“诊断是以机械学和信息论为依托，多学科融合的技术，本质是模式识别”的学术思想。首创全息谱技术，全面集成机器振动的幅、频、相信息，显著提高了机器运行中稳差故障的识别率，在此基础上开发完成了轴系全息动平衡技术，有主要改善了现有移子现场动平衡方法。其所研制的多机组在线监测网络，具有预警、故障追忆、远程和智能诊断功能。运用和发展机械信号处理技术，从发动机噪音中成功地提取了故障特征、揭示了机器声悦耳感的机理、提高了多种机电产品的传动精度。获得国家级奖励二项，省部级奖励十二项，已授权国家发明专利七项，发表论文220篇,出版 著作三部,主编丛书一套15册，培养了研究生98名。     2003年当选为中国工程院院士。"
丁伯南,    丁伯南（1945.03.19-2007.12.13）著名加速器物理及应用专家。江苏武进人。1967年8月毕业于哈尔滨军事工程学院核爆测试专业，1968年8月到中国人民解放军第九研宂院（中物院前身）工作，历任研究室主任、副所长、所长、副院长。     长期从事直线感应加速器（LIA)和脉冲功率技术及应用研宄，先后组织研制了我国第一台lOMeVLIA直线感应加速器和规模更大的达到同类装置世界先进水平的神龙一号加速器，创造性地提出和解决了一系列技术攻关问题，系统的发展了我国的LIA技术，为我国核武器研制和核武器科学技术发展做出了重要贡献；负贵“爆磁 压缩产生高功率微波”等课题研究，为我国高功率微波的发展做出了重要贡献。曾获国家科技进步奖一等奖2项，省部级科技进步奖多项。1993起年享受国务院政府特 殊津贴，2000年被评为国防科工委有突出贡献中青年专家，2003年当选为四川省学术和技术带头人。     2007年当选为中国工程院院士。
陈德仁,    陈德仁（1922.10.22-2007.12.21）火箭控制专家。江苏省无锡县人。1945年毕业于重庆交通大学。研究员。曾任航天工业总公司第二研究院副院长，科技委副主任，航天科工集团公司科技委顾问。长期从事运载火箭控制系统的研究工作。获1985年国家科技进步特等奖（排名第二）。     1995年当选为中国工程院院士。
关君蔚,    关君蔚（1917.05.23-2007.12.29）水土保持和生态控制系统工程专家。出生于辽宁省沈阳市。1941年毕业于现日本东京农工大学[原东京高等农林学校]，获技术士学位。我国水土保持学科与教育的奠基者和开拓者之一。建国以来从事水土保持与防护林体系的教学与科研工作。创办了我国第一个水土保持专业。认为水土保持是一门深受社会、经济影响和制约，融地学、工程学、生物学相互渗透、相互交叉而形成的一门应用性的边缘学科。多年研究并经实践证明在山区突然发生造成毁灭性灾害的泥石流，不仅可以治理，而且可以预见、预测和预报。首次提出并发展了水土保持的概念和防护林体系的理论，成为我国水土保持和防护林体系建设工作的基础。     1995年当选为中国工程院院士。
陈火旺,    陈火旺（1936.2.5-2008.2.2）计算机软件专家。福建省安溪县人。1956年毕业于复旦大学。现任国防科技大学教授。在国内率先实现计算机符号宏汇编器。70年代初主持全国Fortran编译程序会战，设计成功我国第一个Fortran编译系统。1979~1983年任银河-I巨型计算机软件总负责人，负责软件系统的总体设计，直接主持向量语言的设计、编译方案的制定和向量识别算法的研究与审定，“银河-Ⅰ”获1984年中央军委国防科技成果特等奖。1987年起主持面向对象集成化开发环境研制，建造了国内首例面向对象环境；1989年起领导并主持非单调推理系统研究，把PROLOG从单调发展到非单调。这两项目分别获1991年、1993年国防科工委科技进步奖一等奖。领导完成的英汉机器翻译系统，达到国际先进水平。编（译）著4部，发表论文60余篇。     1997年当选为中国工程院院士。
姚福生,    姚福生（1932.04.26-2008.07.11）动力机械、汽轮机专家。上海市人。1955年毕业于上海交通大学，1962年毕业于波兰格旦斯克工业大学获博士学位。主要从事汽轮机叶片、叶栅以及汽轮机的旁路系统等工程技术工作并取得多项重要成果；另外，还从事洁净煤技术，为我国的能源和环保发展方向提出了新的思路。     1994年当选为中国工程院院士。
黄尚廉,"    黄尚廉（1936.8.16-2008.7.21）男，重庆大学教授，中国工程院院士。长期从事精密仪器及机械，光电技术与系统的研究。他建立了光栅测角系统提高测角精度的理论体系，首创环形光导纤维束莫尔条纹全接收系统，研制出0.1秒高精度光电圆刻线机。他提出了复杂表格智能处理方法，领导并参与研制了国际领先水平的表格自动阅读机，获广泛应用。他在国内开创了智能结构系统研究领域, 在结构健康监测及结构自适应控制方面，取得了多项成果，其中桥梁结构健康监测系统已获得成功应用。在国内首次研制出分布式光纤温度/力/应变传感器系统。他已获成果22项，其中国家奖2项，省市部委奖15项，国家发明专利5项。他已发表论文280余篇， 为国家培养了一批优秀的高层次科技人才。     1995年当选为中国工程院院士。"
陈秉聪,    陈秉聪（1921.10.10-2008.09.01）农业机械设计制造专家。山东省黄县人。1948年毕业于美国伊利诺州立大学获硕士学位。长期从事农业机械及汽车拖拉机科研与教学工作。根据我国有大面积松软地面需开发利用的实际，开辟了“软地面行走机械”新领域，作出卓有成效的贡献。在理论上，首次提出“畸变模型理论”在松软地面的应用、“半步行理论”、“仿生步行与仿生脱附理论”。在工程实践上，主持解决我国拖拉机下水田问题，发明的半步行轮已在宁夏农村应用，取得了显著的经济和社会效益。主持研制的仿生脱附技术与材料已形成10余种中试产品，主持创建仿生技术与仿生材料中试基地，使仿生步行机械和仿生脱附技术进入工程化实用阶段。     1995年当选为中国工程院院士。
陈明致,    陈明致（1929.11.28-2008.10.10）水利工程专家。福建省福州市人。1950年毕业于上海交通大学获学士学位。主持或参加了大伙房、清河、白山、红石、太平湾等50多座水利水电工程的设计和审定。曾领导东北水利建设和管理，主持编制了《松花江流域规划》、《修订辽河流域规划》和《松辽水资源综合开发利用规划》。发表了《土坝设计》、《堆石坝设计》等专著6本，论文30余篇。为坝工及地下工程设计理论、水利规划和东北水利水电建设做出了重大贡献。获1978年全国科学大会奖，1986年国家科技进步奖一等奖。领导的水电站设计获国家优秀设计金牌奖2个、银牌奖3个。     1995年当选为中国工程院院士。
侯祥麟,    侯祥麟（1912.04.04-2008.12.08）石油化工专家。广东省汕头市人。1935年毕业于燕京大学，获学士学位；1948年获美国卡乃基理工学院博士学位。我国石油化工技术的开拓者之一。领导研制成功原子弹工业分离铀－235装置急需的油品和导弹所需的特种润滑油、脂；指导研究解决了国产喷气燃料对喷气发动机镍铬合金火焰筒的烧蚀问题；领导研究成功催化重整、催化裂化、尿素脱蜡、焦化和相关催化剂、添加剂等5项重大新技术；组建石油科研机构；参与历次国家和部门科技发展规划的制订、协调和实施。多次获得国家及省部级奖励。发表学术论文多篇，专著2本。     1955年当选为中国科学院院士，1994年当选为中国工程院院士。
杨锦宗,    杨锦宗（1932.08.25-2008.12.29）精细化工专家。福建省莆田市人。1959年毕业于大连工学院四年制副博士研究生。长期从事染料、表面活性剂、精细化工方面的教学和研究。50年代末成套剖析合成了世界上刚刚出现的活性染料和分散染料，推动了我国染料工业高起点快速发展；开展了创新染料的研究，对“染料-纤维-助剂”的相关性进行了系统的理论和实验研究，提高了固色率并降低污染；率先研究了可反应性高分子染料，首次把染料在纤维上的固色率提高到99%以上，达到国际领先水平；首先发现分散剂分子量分布对分散染料分散性和热稳定性的重要影响；在国内首先开展了新型表面活性剂烷基糖苷的研究和生产。获得国家和省部级科技奖8项，国内外专利5项，“从活性染料到反应性染色的理论与实践”获2000年中国石油与化学工业局科技进步一等奖；获2001年国家科技进步二等奖。发表研究论文400多篇，专著2本。培养国内外访问学者14名，博士后8名，博士和硕士生百余名。     2001年当选为中国工程院院士。
陈先霖,    陈先霖（1928.09.27-2009.01.31）冶金机械专家。四川省遂宁县人。1949年毕业于上海交通大学。长期从事重大冶金设备运行性能的研究。是应用弹性系统动力学理论及断裂力学理论分析解决重大零件断裂事故的先期工作者之一。在冶金机械力学、强度方面的研究取得系统的创造性成果。多年针对武钢、宝钢的宽带钢轧机及攀钢、鞍钢等大型转炉设备在生产中出现的各种重大技术疑难问题，如提高宽带钢轧机板形质量、创制新辊形轧辊、重大设备失效分析及安全性判定等，取得多项重要研究成果，成功地解决了生产中的关键科学技术难题，应用成效显著。     1995年当选为中国工程院院士。
段镇基,    段镇基（1934.02.19-2009.06.27）皮革及皮革化工材料专家。出生于四川省成都市。1956年毕业于成都工学院（现改名为四川大学）。在皮革涂饰材料方面先后研制出多种新型系列皮革涂饰材料，不但为提高皮革外观质量、满足国内外市场需要提供了多种可用新材料，而且为我国皮革化工材料的发展奠定了基础。开创了新的助鞣技术，仅变化鞣制反应机理，就能加工出多品种的皮革。在发展助鞣技术方面，结合国家科技攻关项目完成了多项任务，使生产的山羊面革质量接近国际先进水平，猪高档软底革质量接近进口黄牛底革。在应用工艺研究方面，首先发展了皮革树脂涂饰技术，能够加工修饰粒面革，为美化猪革、利用残次原皮找到了一条新途径。     1994年被选聘为中国工程院院士。
时铭显,    时铭显（1933.04.26-2009.09.24）化学工程与装备专家。江苏省常熟市人。1956年毕业于北京石油学院获硕士学位。长期从事多相流动与分离工程的研究，尤其突出在高温气固分离技术的研究。首次提出了旋风分离器尺寸分类优化设计方法，解决了催化裂化旋风分离器完整的设计技术，开发出新型高效PV型旋风分离器并广泛应用，经济效益显著；研制成功新型多种系列的高效旋风管及由它组成的立管式和卧管式多管旋风分离器，已在全国所有的催化裂化装置上推广应用，效益显著；在燃煤增压流化燃烧与煤的气化等工程的高温除尘技术中研制成的新型旋风分离器，性能优于国外同类装置；新研制成的多系列气固快速分离及油气快速引出组合技术已在炼油催化裂化装置中推广应用，有重大经济效益。多次获得国家及省部级奖励，“催化裂化pv型旋风分离器的研究与开发”获1991年国家科技进步奖二等奖。有授权发明专利10项。发表学术论文130余篇，专著2本。     1995年当选为中国工程院院士。
韩德馨,    韩德馨（1918.09.06-2009.10.17）江苏省如皋县人。1942年毕业于西南联大，1943－1945年北京大学研究所进行研究工作。1950年毕业于美国密歇根大学研究院。新中国成立后首批归国学者。参与了全国许多大型煤矿（区）的开发设计论证及重要煤田地质报告的评议审查，指导并积极参与了全国及江南九省煤田预测。在担任煤炭部技术委员会委员期间，参与许多工程科技开拓，为煤炭工业发展提出许多远见卓识的建议。对中国的聚煤规律、聚煤模式演变、煤岩特征及煤的地球化学等领域进行了系统的研究，取得了重大的成果，为我国煤炭工业发展和煤炭资源开发和利用作出了重要的贡献。主编的《中国煤田地质学》、《中国煤岩学》系统地总结了中国各聚煤时代的聚煤规律及煤岩变化和特征，资料丰富、理论扎实、见解新颖。1997年获李四光地质科学荣誉奖。     1995年当选为中国工程院院士。
钱学森,    钱学森（1911.12.11-2009.10.31）应用力学、航天技术和系统工程科学家。生于上海市，原籍浙江省杭州市。1934年毕业于国立交通大学。1936年在美国麻省理工学院获硕士学位。1938年获加州理工大学博士学位。1955年回国。曾任中国力学学会、中国自动化学会、中国系统工程学会、中国宇航学会理事长、名誉理事长等职。     早年在应用力学和火箭、导弹技术的许多领域都做过开创性的工作。独立研究以及和冯.卡门合作研究提出的许多理论，为应用力学、航空工程和火箭导弹技术的发展奠定了基础。回国后长期担任火箭、导弹和卫星研制的技术领导职务，为创建和发展我国的导弹、航天事业作出了杰出贡献。在工程控制论、系统工程和系统科学、思维科学和人体科学以及马克思主义哲学等许多理论领域都进行过创造性研究，作出了重大贡献。1956年获中国科学院自然科学奖一等奖，1985年获国家科技进步奖特等奖，1991年被国务院、中央军委授予“国家杰出贡献科学家”荣誉称号和一级英模奖章。中国科学院院士。     1994年当选为中国工程院院士。
张在明,    张在明（1942.07.04-2009.12.04）岩土工程与工程勘察专家，出生于云南省昆明市，原籍河南省济源市人，1965年毕业于北京工业大学，后在美国和加拿大做访问学者多年，曾任北京市勘察设计研究院总工程师、中国土木工程学会土力学与岩土工程分会理事长。     从事工程勘察和岩土工程专业生产和研究工作，负责重大工程勘察和岩土工程项目的策划、实施与审定。主持的重大项目在百项以上，解决了很多难度很大的工程问题。研究工作有：工程评价与数值分析、计算机应用、土的动力特性与地震反应分析、地下水非饱和渗流、主持全国行业技术发展要点制定等。     国家勘察大师，北京市有突出贡献专家，获北京市五一劳动奖章；获国家级优秀工程4项，优秀软件奖1项，部市级优秀工程奖13项，部市级科技进步奖11项；出版专著2本和译著2本，在国内外发表论文约70余篇。     2003年当选中国工程院院士。
徐乾清,    徐乾清（1925.12.16-2010.01.09）防洪工程与水利规划专家。 出生于陕西省城固县。1949年5月毕业于上海交通大学，获学士学位。长期从事水利规划、科研等方面技术管理和综合研究工作，推动并参予了大江大河历次流域综合规划工作、三峡工程可行性研究论证工作，主持了防洪专题论证，先后担任国家“八五”、“九五”科研攻关项目“黄河治理”、“长江防洪”、“西北水资源开发利用”等三项专家组组长，主持水利部“黄河水沙变化”项目的研究，研究成果在黄河治理、长江防洪等规划工作中得到应用。参予主编《中国水利百科全书》、《中国大百科全书水利卷》，主编并审定《水利科技名词》等基础性专著，先后撰写《中国的防洪》、《21世纪中国的水利-以城市为中心带动全面发展》和《关于中国几个水利问题的回顾和探讨》等数十篇文章，为水利规划、科研方面科技人员所认同。最近几年主要参与大江河防洪规划和全国水资源综合规划的咨询和审查工作；参与工程院地区水资源和环境保护项目的部分研究工作。     1999年当选为中国工程院院士。
刘耕陶,    刘耕陶（1932.05.06-2010.02.27）生化药理专家。湖南省双峰县人。1956年毕业于湖南医学院(湘雅医学院)。从事药理研究工作近50年，是我国抗肝炎药研究的著名专家和多种新药的主要发明者之一，在我国首先开辟肝脏生化药理学研究领域，对肝细胞损伤与修复、药物代谢酶的诱导及其生物学意义、自由基损伤与抗氧化剂等进行研究，创建了多种国内外没有的动物模型。作为主要发明人之一先后研制成功我国首创的两种治疗慢性肝炎新药联苯双酯和双环醇（商品名百赛诺），取得显著的经济效益和社会效益，还研制成功治疗多种神经肌肉疑难疾病的灵芝孢子粉注射液，生产和使用已30余年。并在对五味子等中药的现代药理学研究中成就突出，先后获国家发明奖、卫生部科技进步奖。发表论文170余篇，主编《当代药理学》一书。在国内外申请注册发明专利15项，是主要发明人之一。     1994年当选为中国工程院院士。
黎磊石,    黎磊石（1926.10.26-2010.03.16）国际著名肾脏病专家。湖南长沙人。1948年毕业于国立中正医学院。1990－1997 年任国际肾脏病学会理事，是中华肾脏病学会及亚太地区肾脏病学会创始人之一。他首创IgA 肾病分型治疗，革新肾活检免疫病理技术，创造了斜角进针法，成功率达 99.7%：他发明了雷公藤治疗肾炎，大黄素治疗尿毒症，在肾脏病领域所进行的传统医学现代化工作在国际上享有盛誉；在国际上首创霉盼酸醋及普乐可复治疗狼疮性肾炎：倡导持续性血液净化技术救治危重病例，成功地创造了免疫吸附疗法治疗脂蛋白肾病。先后获国家科技进步二等奖五项，均为第一作者，军队科技进步一等奖三项和二等奖九项，发表论文600 多篇，主编专著12 部。2003 年被授予国际肾脏病学会终身荣誉会员的称号。     1994年当选为中国工程院院士。
闻立时,    闻立时（1936.03.23-2010.04.06）复合材料专家。出生于湖北省武汉市。1960年毕业于莫斯科钢铁学院，获冶金工程师称号。1979-1981年获西德马普金属所奖学金，去马普作博士后访问学者。长期从事表面工程和纳米技术研究工作。研制成功纳米多层膜和纳米膜/涂料复合层两系列电磁功能材料，并在国防建设中得到应用；六十年代初，建立了电弧等离子喷涂设备，研制成功各种用途的耐高温涂层和复合涂层；90年代末，研制出国际先进电磁脉冲偏压电弧离子镀膜机，并应用于航空发动机叶片防护涂层、纳米复合硬质耐磨涂层。多次获得国家和省部级奖励，“尖兵一号返回地面人造卫星”获1986年国家科技进步奖特等奖，“中速率遥测热天线”获1986年国家科技进步三等奖，“纳米复合电磁功能材料原理开发”获1991年中国科学院科技进步奖一等奖。发表论文200余篇，专著5本。     1999年当选为中国工程院院士。
刘更另,    刘更另（1929.02.15-2010.06.30）土壤肥料植物营养专家。出生于湖南省桃源。1952年毕业于武汉大学。1959年获前苏联季米里亚节夫农学院副博士学位。曾任中国农业科学院副院长。60年代首次解决了水稻坐秋问题，揭示了磷肥防治坐秋的机理。种植绿肥，发展双季稻，提高资源利用率。70年代首次研究出钾肥提高绿肥田稻谷产量，创造性地提出晚稻超早稻的战略措施和技术。80年代首次研究出硫酸锌防治水稻僵苗，揭示了亚砷酸根在土壤中的化学行为，为改良砷毒田提供了理论与方法。90年代创造出水平浅沟、沟坑相连、分散蓄水的工程措施，解决了红壤地区旱坡地季节性干旱缺水问题，为发展林果业、草业，恢复植被做出了贡献，在北方，首次研究出板栗专用肥、栗蘑人工栽培和产业化，经济效益明显。从1975年起，先后在全国主要农业区布置一系列土壤肥料长期定位实验，获得大量科学资料。     1994年当选为中国工程院院士。
赵仁恺,"    赵仁恺（1923.02.16-2010.07.29）核反应堆工程专家。南京人。1946年获国立中央大学机械工程学士学位。曾任中国核工业总公司中国核动力研究设计院副院长兼总工程师。国家核安全局专家委员会副主席。国家863计划能源领域第二届专家委员会首席科学家。作为技术负责人之一,参加和主持完成中国第一座军用生产钚反应堆的研究设计和试验。作为技术负责人之一,参加和主持中国潜艇和动力堆的研究设计和试验运行。1991年当选为中国科学院院士。     1994年当选为中国工程院院士。"
梅自强,    梅自强（1929.04.26-2010.08.19）纺织工程专家。出生于江苏省常州市。1958年获前苏联莫斯科纺织学院副博士学位。我国高产梳棉理论和实践的创始人和学科带头人。50－60年代和有关单位合作，研制成功四种新型梳棉机。其中A186型达到当时国际先进水平，是国产梳棉机的主要机型之一。60－70年代为推广应用国产第二代棉纺新设备做了大量工作，开展了棉纺生产上水平活动，使占当时全国生产能力三分之一的大批棉纺厂提高了生产水平。80年代牵头组织研制成功条干均匀度仪，达到国际先进水平。90年代初参与引进技术国产化重中之重专项的调研评估论证，为有关部门决策提供了依据，对加快纺织装备现代化起了重要作用。     1995年当选为中国工程院院士。
于维汉,    于维汉（1922.01.28-2010.11.17）地方病学专家。辽宁省大连市人。1945年毕业于国立满洲医学院。提出克山病营养性生物地球化学病因学说，并据此用大豆及其制品预防克山病，使发病率明显降低，解决了克山病的预防；提高克山病治愈率，急型治愈率由30%提高到95%，慢型和亚急型5年死亡率由90%下降到25%以下，解决了克山病的治疗；在克山病营养性生物地球化学病因学说研究取得重大进展，现已进入分子水平研究阶段，并进一步证实克山病发病与病区硒、蛋白质、锰和维生素E等综合因素有关。发表论文50余篇，主编专著5部。     1997年当选为中国工程院院士。
董海山,    董海山（1932.10.18-2011.02.03）含能材料专家。出生于河北省滦县。1961年毕业于列宁格勒苏维埃化工学院，获苏联化学科学副博士学位。俄罗斯自然科学院（群众性学术团体）外籍院士。长期从事高能炸药合成与应用研究，是我国这一领域重要专家和主要学术带头人之一。 在科学方面，阐明了以硝仿为酸组份的曼尼希反应机理，发现了三硝基乙基-N-亚硝基化反应，合成了近20种文献未报道的新化合物，研究了炸药的能量判据以及炸药的热安定性与其分子结构的关系。2002年获国家科技进步二等奖一项，排名第一。     2003年当选为中国工程院院士。
谢鉴衡,    谢鉴衡（1925.01.03-2011.02.09）河流泥沙工程学家。湖北省洪湖市人。1950年毕业于武汉大学，1955年获苏联科学院水利科学研究所河流泥沙工程专业副博士学位。60年代研究制定了裁弯取直水力计算及河床变形计算方法，为下荆江中洲子及上车湾裁弯工程的设计奠定了基础。70年代主持宜昌工地葛洲坝坝区悬沙模型试验，落实了“静水过船，动水冲沙”的科学设想，为成功解决葛洲坝工程引航道泥沙淤积问题，做出了突出贡献。80年代以来参与组织领导了三峡工程泥沙问题研究工作，在揭示变动回水区泥沙淤积对航运的影响及研究其治理措施方面作出了重要贡献。长期研究黄河泥沙问题，对黄河下游河口三角洲演变，纵剖面形态变化和河床抬升的物理机制及治理途径进行了系统深入的探讨。     1995年当选为中国工程院院士。
屠基达,    屠基达（1927.12.11-2011.02.16）飞机设计专家。浙江省绍兴市人。1951年毕业于上海交通大学。曾任中国航空工业第一集团公司成都飞机工业公司总工程师、飞机总设计师。长期在第一线从事飞机设计技术工作，做了一系列具有开创性和填补国内空白的工程技术工作。1957年独创性地设计成功国内首架两侧进气下单翼传力的机身结构，此后，出色完成初教六国内首创小飞机全铝合金半硬壳结构设计。成功主持我国第一次飞机测绘设计。主持我国第一项与西方军工合作，成功引进英国航空电子设备改装歼击机并使我国军用飞机进入国际市场。获国家科技进步一等奖。     1995年当选为中国工程院院士。
