141,美国宾夕法尼亚州立大学,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,美国普渡大学,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,美国欧斯金大学,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,苏联列宁格勒工学院,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,苏联莫斯科包曼高等工业大学,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,苏联莫斯科大学,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,莫斯科农业机械化于电气化学院,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,莫斯科动力学院,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149,莫斯科门捷列夫化工学院,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,西北工业大学,0,2,0,0,0,0,1,2,0,0,1,0,1,1,0,0
151,西南农学院,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,西南联大，1943－1945年北京大学,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,解放军通信工程学院,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,重庆中央大学,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,重庆交通大学,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,重庆大学,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1
157,上海大夏大学,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,中国医学科学院,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
159,中国协和医学院,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,中国协和医科大学,0,0,2,0,2,0,0,0,1,0,1,1,0,0,0,1
161,同济医学院,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,国立药学专科学校,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
163,广州私立岭南大学,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,日本东京大学,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
165,日本北海道医疗大学,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,沈阳医学院,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,第六军医大学,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
168,第四军医大学,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
169,罗马尼亚科学院,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,英国爱丁堡大学,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,上海医学院,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
172,上海科学技术大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,东南大学,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1
174,中国科学院,0,0,0,1,0,1,0,1,0,0,1,1,3,2,6,3
175,中山医学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
176,云南大学,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
177,军事医学科学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
178,前中正医学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,前国立中正医学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,前苏联科学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181,前苏联莫斯科包曼工学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,前苏联顿湼茨理工大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,北京中医学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
184,北京矿业学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,北京航空航天大学,0,0,0,1,0,0,0,1,0,0,1,4,2,1,1,4
186,华东华工学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,华东师范大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,华东水利学院,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
189,华中工学院,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
190,南京林学院,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
191,南京气象学院,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
192,原北京钢铁学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,原苏联乌拉尔工业大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
