0,1
郭桂蓉,    雷达技术专家，主要从事雷达抗干扰技术、雷达自动目标识别技术与系统的研究。1937年10月出生于四川省成都市。1960年-1965年在苏联莫斯科茹可夫斯基空军工程学院攻读雷达专业研究生，获副博士学位。     1995年当选中国工程院院士。
何德全,    信息技术专家，主要从事网络信息安全的发展及技术创新研究。1933年7月出生于北京市。1953年毕业于北京大学，获硕士学位。     1994年当选中国工程院院士。
何新贵,    人工智能专家，主要从事计算机软件和人工智能的理论和工程实践研究。1938年10月出生于浙江省浦江县。1967年毕业于北京大学数学力学系，获硕士学位。     2001年当选中国工程院院士。
胡启恒,    自动控制技术专家，主要从事模式识别与人工智能、互联网领域的研究和管理方面研究。1934年6月出生于北京市。     1963年毕业于原苏联莫斯科化工机械学院研究生部，获副博士学位。     1994年当选中国工程院院士。
黄培康,    雷达学与雷达目标特性专家，主要从事雷达目标电磁散射特性研究。1935年09月出生于上海市。1956年毕业于南京工学院（今东南大学）。     2005年当选中国工程院院士。
姜文汉,    光学技术专家，主要从事大型光测设备、自适应光学技术及系统的应用基础研究。1936年5月出生于浙江省平湖县。1958年毕业于哈尔滨工业大学。     1995年当选中国工程院院士。
金国藩,    光学信息处理专家，主要从事光学工程研究。1929年1月出生于辽宁省沈阳市。1950年毕业于北京大学。     1994年当选中国工程院院士。
金怡濂,    计算机专家，主要从事电子计算机体系结构、高速信号传输技术、计算机组装技术等方面研究。1929年9月出生于天津市。1951年毕业于清华大学电机系。     1994年当选中国工程院院士。
李伯虎,    系统仿真及制造业信息化专家，主要从事复杂系统建模仿真与制造云化数智化研究。1938年11月出生于上海市。1961年毕业于清华大学。     2001年当选中国工程院院士。
李德仁,    测绘遥感专家，主要从事地球空间信息学研究。1939年12月出生于江苏省泰州市。1985年毕业于德国斯图加特大学，获博士学位。     1994年当选中国工程院院士。
李国杰,    计算机专家，主要从事计算机系统结构、人工智能、大数据、未来网络等领域的应用基础研究和技术发展战略咨询。1943年5月出生于湖南省邵阳市。1985年毕业于美国普渡大学，获博士学位。     1995年当选中国工程院院士。
李乐民,    通信技术专家，主要从事通信技术领域研究。1932年5月出生于浙江省吴兴县。1952年毕业于西安交通大学电机系。     1997年当选中国工程院院士。
李同保,    计量测试领域专家，主要从事纳米长度计量研究。1942年10月出生于河南省温县。1963年毕业于同济大学应用物理专业。     1994年当选中国工程院院士。
李幼平,    电子与通信技术专家，主要从事电子与通信技术、新型网络与统一标识研究。1935年5月出生于福建省泉州市。1957年毕业于南京工学院（今东南大学）。     1999年当选中国工程院院士。
林永年,    信息处理技术专家，主要从事信息处理技术研究。1932年2月出生于浙江省宁波市。1960年毕业于苏联莫斯科大学。     1995年当选中国工程院院士。
刘玠,    冶金自动化及信息工程专家、工程管理及企业管理专家，主要从事冶金工业计算机控制系统和数学模型的研究与开发。     1943年11月出生于上海市。1967年毕业于北京钢铁学院，研究生学历。     1997年当选中国工程院院士。
刘尚合,    静电与电磁防护专家，主要从事电磁兼容与电磁环境效应研究。1937年4月出生于山西省闻喜市。1964年毕业于北京师范大学物理系。     1999年当选中国工程院院士。
刘永坦,    电子信息工程领域专家，主要从事雷达总体、信号处理研究。1936年12月出生于湖北省武汉市。1958年毕业于清华大学。     1994年当选中国工程院院士。
刘韵洁,    通信与信息系统专家，主要从事未来网络架构与技术体系研究。1943年1月出生于山东省烟台市。1968年毕业于北京大学。     2005年当选中国工程院院士。
陆建勋,    信息与通信网络技术专家，主要从事通信与网络研究。1929年11月出生于北京市。1951年毕业于清华大学。     1995年当选中国工程院院士。
马远良,    水声工程与信息处理专家，主要从事水声工程科学和装备研究。1938年7月出生于四川省隆昌市。1961年毕业于西北工业大学。     2003年当选中国工程院院士。
毛二可,    雷达专家，主要从事雷达系统与雷达信号处理研究。1934年1月出生于内蒙自治区赤峰市。1956年毕业于北京工业学院（现北京理工大学）。     1995年当选中国工程院院士。
倪光南,    计算机专家，主要从事计算机及其应用的研究。1939年8月出生于浙江省宁波市。1961年毕业于南京工学院。     1994年当选中国工程院院士。
潘君骅,    应用光学专家，主要从事光学仪器研制、光学元件及系统的加工和测试研究。1930年10月出生于上海市。1960年毕业于苏联科学院列宁格勒普尔科沃天文台，获副博士学位。     1999年当选中国工程院院士。
沈昌祥,    信息系统工程专家，主要从事信息安全体系结构、网络安全、密码工程、系统软件安全研究。1940年8月出生于浙江省奉化市。1965年毕业于浙江大学。     1995年当选中国工程院院士。
宋健,    系统工程专家，主要从事最优控制系统理论、分布参数控制理论、控制理论、人口控制论、“夏商周”断代工程等方面研究。1931年12月出生于山东省荣成市。1958年在苏联莫斯科包曼高等工学院获工程师学位，1960年在莫斯科大学力学数学系毕业，同年包曼高工研究生毕业，获副博士学位，后又获科学博士学位。     1994年当选中国工程院院士。
苏君红,    红外技术专家，主要从事红外技术研究。1937年4月出生于上海市。1963年毕业于西安交通大学无线电工程系无线电技术专业。     1994年当选中国工程院院士
孙优贤,    工业自动化专家，主要从事工业自动化研究。1940年12月出生于浙江省诸暨市。1964年毕业于浙江大学化学工程学系。     1995年当选中国工程院院士。
孙玉,    通信技术专家，主要从事通信技术研究。1936年4月出生于黑龙江省肇东县五站乡。1962年毕业于清华大学。     1995年当选中国工程院院士。
汪成为,    信息领域专家，主要从事电子计算机及人工智能研究。1933年7月出生于上海市。1956年毕业于北京师范大学物理系。     1994年当选中国工程院院士。
王任享,    摄影测量及遥感专家，主要从事摄影测量与遥感的科学研究。1933年10月出生于福建省福州市。1958年毕业于中国人民解放军测绘学院。     1997年当选中国工程院院士。
王天然,    机器人与工业自动化专家，主要从事智能机器人、机器人应用与工业自动化研究。1943年3月出生于黑龙江省海伦县。1967年毕业于哈尔滨工业大学。     2003年当选中国工程院院士。
王越,    信息与通信系统专家，主要从事我国火控雷达研究。1932年4月出生于江苏省丹阳市。1956年毕业于军事电信工程学院（现西安电子科技大学）。     1994年当选中国工程院院士。
王子才,    自动控制及系统仿真专家，主要从事复杂系统仿真测试评估技术、现代控制理论及应用研究。1932年6月出生于山东省聊城市。1957年毕业于哈尔滨工业大学研究生班。     2001年当选中国工程院院士。
韦钰,    电子学专家，主要从事生物电子学研究。1940年2月出生于广西省桂林市。1981年毕业于西德亚琛工业大学，获博士学位。     1993年当选中国工程院院士。
魏正耀,    信息技术专家，主要从事信息技术研究。1936年3月出生于上海市。1955年毕业于中国人民解放军外国语学院。     1999年当选中国工程院院士。
魏子卿,    卫星大地测量专家，主要从事测绘专用电子计算机、卫星大地测量研究。1937年4月出生于河南省睢县。1960年毕业于中国人民解放军测绘学院。     1995年当选中国工程院院士。
吴澄,    自动化领域专家，主要从事自动化与制造业信息化技术研究。1940年1月生于浙江省桐乡市。1966年毕业于清华大学电机系，获硕士学位。     1995年当选中国工程院院士。
邬贺铨,    光纤传送网与宽带信息网专家，主要从事光纤传输系统、下一代互联网和宽带移动通信及工程科技发展战略研究。1943年1月出生于广东省广州市。1964年毕业于武汉邮电学院。     1999年当选中国工程院院士。
吾守尔·斯拉木,    多语种信息处理专家，主要从事多语种智能信息处理、网络内容安全、混合智能信息处理等方面研究。1942年8月出生于新疆维吾尔自治区伊犁察布查尔县。1964年毕业于新疆大学。     2011年当选中国工程院院士。
许居衍,    微电子技术专家，主要从事集成电路研究。1934年7月出生于福建省福州市。1957年毕业于厦门大学（北大五校联办）。     1995年当选中国工程院院士
许祖彦,    激光技术专家，主要从事激光技术及应用研究。1940年2月出生于四川省邛崃市。1963年毕业于中国科学技术大学。     2001年当选中国工程院院士。
杨士中,    测控与遥感信息传输专家，主要从事通信、测控及遥感信息传输、微波输能研究。1937年9月出生于重庆江津。1960年毕业于重庆大学。     1997年当选中国工程院院士。
姚骏恩,    应用物理专家，主要从事电子显微镜和扫描探针显微镜等分析成像仪器研制及其应用研究。1932年4月出生于上海市。1952年毕业于大连工学院（现大连理工大学）。     2001年当选中国工程院院士。
叶铭汉,    实验高能物理学家、粒子探测技术专家，主要从事粒子物理实验、核方法在材料科学中的应用等研究。1925年4月出生于上海市。1949年毕业于清华大学。     1995年当选中国工程院院士。
叶尚福,    微波天线专家，主要从事卫星通信地面站天线及高效馈源技术研究。1938年12月出生于四川省成都市。1961年毕业于西安交通大学。     1995年当选中国工程院院士。
叶声华,    精密测量技术及仪器专家，主要从事激光及光电测试技术研究。1934年6月出生于湖北省沙市。1962年毕业于天津大学。     2003年当选中国工程院院士。
张光义,    雷达技术专家，主要从事雷达与电子系统工程研究。1935年9月出生于四川省泸州市。1962年毕业于莫斯科动力学院无线电技术系，获苏联无线电工程师学位。     1997年当选中国工程院院士。
张履谦,    雷达与电子技术专家，主要从事雷达技术研究。1926年3月出生于湖南省长沙市。1951年毕业于清华大学电机工程系。     1995年当选中国工程院院士。
张明高,    电波传播专家，主要从事无线电波传播研究。1937年12月出生于湖北省京山市。1962年毕业于武汉大学。     1999年当选中国工程院院士。
张锡祥,    雷达对抗专家，主要从事雷达对抗等方面研究。1933年5月出生于山西省文水县。1958年毕业于西安电子科技大学。     1999年当选中国工程院院士。
张钟华,    电磁计量专家，主要从事电磁计量国家基准研究。1940年7月出生于江苏省苏州市。1965年毕业于清华大学工程物理系高电压工程专业，获硕士学位。     1995年当选中国工程院院士。
钟山,    制导系统工程专家，主要从事国防科研武器装备研究。1931年1月出生于四川省成都市。1957年毕业于中国人民解放军军事工程学院。     1999年当选中国工程院院士。
周立伟,    光电子成像技术专家，主要从事成像电子光学与夜视技术研究。1932年9月出生于上海市。1966年毕业于苏联列宁格勒电工学院，获苏联物理数学副博士学位。     1999年当选中国工程院院士。
周寿桓,    激光与光电子专家，主要从事固体激光工程及应用的研究。1937年4月出生于四川省成都市。1962年毕业于中国科学技术大学物理系。     2003年当选中国工程院院士。
周仲义,    信息技术专家，主要从事信息技术研究。1935年8月出生于上海市。1956年毕业于中央军委技术干部学校。     1994年当选中国工程院院士。
朱高峰,    通信技术与管理专家，主要从事电信科学研究。1935年5月出生于上海市。1958年毕业于苏联列宁格勒电信工程学院，获工程师学位。     1994年当选中国工程院院士。
庄松林,    光学专家，主要从事光学工程研究。1940年8月出生于贵州省贵阳市。1982年毕业于美国宾夕法尼亚州立大学电子工程系，获博士学位。     1995年当选中国工程院院士。
曹湘洪,    石油化工专家，主要从事石油化工工程技术及装备开发与技术管理研究。1945年6月出生于江苏省江阴市。1967年毕业于南京工业大学（原南京化工学院）。     1999年当选中国工程院院士。
柴立元,    冶金环境工程专家，主要从事有色冶金环境工程领域研究。1966年9月出生于江西省万年县，1997年毕业于中南大学（原中南工业大学），获工学博士学位。     2019年当选中国工程院院士。
陈芬儿,    精细有机化工和原料药制造专家，主要从事精细有机化工原料药制造技术及工程化研究。1958年4月出生于江西省抚州市。1999年毕业于四川大学有机化学专业，获博士学位。     2015年当选中国工程院院士。
陈建峰,    化学工程专家，主要从事超重力技术与纳米材料研究。1965年8月出生于浙江省慈溪市。1992年毕业于浙江大学，获博士学位。     2015年当选中国工程院院士。
陈祥宝,    复合材料专家，主要从事先进树脂基复合材料和结构/功能一体化复合材料研究。1956年4月出生于江苏省常熟市。1991年毕业于鲁汶大学（UCL），获工学博士学位。     2011年当选中国工程院院士。
戴厚良,    石油化工专家，主要从事石油化工生产和技术研发。1963年8月出生于江苏省扬州市。2006年毕业于南京工业大学化学工程专业，获工学博士学位。     2017年当选中国工程院院士。
邓龙江,    电磁功能材料专家，主要从事电磁辐射控制材料领域的基础理论、制备技术和工程应用研究。1966年11月出生于四川省安岳县。1990年毕业于电子科技大学，获硕士学位。     2021年当选中国工程院院士。
丁文江,    轻合金研究专家，主要从事先进镁合金材料及其精密成形研究。1953年3月出生于上海市。1981年毕业于上海交通大学。     2013年当选中国工程院院士。
董绍明,    陶瓷基复合材料专家，主要从事陶瓷基复合材料基础与工程化研究。1962年10月出生于山东省莱州市。1996年毕业于中国科学院上海硅酸盐研究所，获工学博士学位。     2019年当选中国工程院院士。
付贤智,    无机化工专家，主要从事光催化领域的基础与应用研究。1957年7月出生于福建省邵武市。1991年毕业于北京大学化学系，获理学博士学位。     2009年当选中国工程院院士。
傅正义,    高性能陶瓷材料专家，主要从事高性能陶瓷与多功能复合材料研究。1963年1月出生于湖北省随州市。1994年毕业于武汉理工大学，获博士学位。     2021年当选中国工程院院士。
干勇,    冶金材料专家，主要从事冶金、新材料及现代钢铁流程技术研究。1947年8月出生于四川省内江市。1987年毕业于钢铁研究总院，获博士学位。     2001年当选中国工程院院士。
宫声凯,    航空发动机高温金属结构材料与热障涂层专家，主要从事航空发动机高压涡轮叶片用金属间化合物基单晶合金、单晶叶片和热障涂层材料技术与设备等方面的研究。1956年7月出生于辽宁省盖县。1988年毕业于日本东京工业大学，获工学博士学位。     2019年当选中国工程院院士。
何季麟,    冶金与材料工程专家，主要从事有色金属冶金与新材料研究。1945年9月出生于河南省开封市。1969年毕业于北京钢铁学院，获学士学位。     2001年当选中国工程院院士。
黄伯云,    粉末冶金专家，主要从事粉末冶金理论、技术与材料，无机非金属复合材料及有色金属材料研究。1945年11月出生于湖南省南县市。1986年毕业于美国衣阿华州立大学，获博士学位。     1999年当选中国工程院院士。
黄小卫,    有色金属冶金专家，主要从事稀土冶金与材料研究。1962年1月出生于湖南省常德市。2008年毕业于东北大学，获工学博士学位。     2017年当选中国工程院院士。
蹇锡高,    有机高分子材料专家，主要从事有机高分子材料及其加工应用研究。1946年1月出生于重庆市江津区。1981年毕业于大连理工大学，获硕士学位。     2013年当选中国工程院院士。
姜德生,    光纤传感领域专家，主要从事光纤传感新技术研究。1949年3月出生于湖北省武汉市。1975年毕业于武汉建筑材料工业学院。     2007年当选中国工程院院士。
姜涛,    冶金工程专家，主要从事矿产资源团矿精加工与提取冶金研究。1963年10月出生于安徽省淮北市。1991年毕业于中南大学，获博士学位。     2021年当选中国工程院院士。
李贺军,    碳纤维增强复合材料专家，主要从事高性能碳纤维增强复合材料研究。1957年12月出生于河南省驻马店市。1991年毕业于哈尔滨工业大学，获博士学位。     2019年当选中国工程院院士。
李卫,    磁学与磁性材料专家，主要从事高性能稀土永磁新材料、产业化关键技术研发和创新工作。1957年12月出生于北京市。1982年毕业于山东大学。     2015年当选中国工程院院士。
李言荣,    电子信息材料专家，主要从事电子薄膜材料与器件应用研究。1961年7月出生于四川省射洪市。1992年毕业于中国科学院长春应用化学研究所，获博士学位。     2011年当选中国工程院院士。
李元元,    粉末冶金和铸造专家，主要从事粉末冶金和有色合金研究。1958年10月出生于广东省梅州市。1998年毕业于华南理工大学，获工学博士学位。     2013年当选中国工程院院士。
李仲平,    航天复合材料专家，主要从事航天极端环境复合材料应用基础和工程应用研究。1964年8月出生于湖北省安陆市。2010年毕业于北京航空航天大学，获博士学位。     2013年当选中国工程院院士。
刘炯天,    矿物加工专家，主要从事分离过程强化与微细粒矿物分选的理论研究与工程实践研究。1963年1月出生于河南省西峡县。1983年毕业于中国矿业大学，获工学博士学位。     2009年当选中国工程院院士。
刘正东,    钢铁冶金与材料专家，主要从事电站动力工程用钢冶金技术及其工程应用研究。1966年10月出生于内蒙突泉（原属吉林白城）。2001年毕业于不列颠哥伦比亚大学钢铁冶金专业，获博士学位。     2019年当选中国工程院院士。
刘中民,    煤化工、石油化工专家，主要从事能源化工领域催化新过程研究与开发。1964年9月出生于河南省周口市。1990年毕业于中国科学院大连化学物理研究所，获博士学位。     2015年当选中国工程院院士。
毛新平,    金属压力加工专家，主要从事先进钢铁制造流程和高性能钢铁材料研究。1965年6月出生于湖北省鄂州市。2006年毕业于北京科技大学，获博士学位。     2015年当选中国工程院院士。
聂祚仁,    难熔金属粉末冶金和铝合金领域专家，主要从事有色金属冶金材料及加工领域教学与科研工作。1963年1月出生于湖南省长沙市。1997年毕业于中南大学（原中南工业大学），获博士学位。     2017年当选中国工程院院士。
潘复生,    轻金属专家，主要从事镁合金、铝合金、工具钢等方面研究。1962年7月出生于浙江省（自治区）兰溪市（县）。1995年毕业于西北工业大学，获工学博士学位。     2017年当选中国工程院院士。
彭金辉,    有色金属冶金专家，主要从事微波冶金基础理论、装备技术及工程应用研究。1964年12月出生于云南省景东市。1992年毕业于昆明理工大学有色金属冶金专业，获工学博士学位。     2017年当选中国工程院院士。
彭寿,    玻璃新材料专家，主要从事玻璃新材料科研、设计和产业化研究。1960年10月出生于安徽省桐城市。2001年毕业于武汉理工大学，获硕士学位。     2019年当选中国工程院院士。
钱锋,    自动控制和过程系统工程专家，主要从事化工过程资源与能源高效利用的系统运行智能控制和实时集成优化理论方法与关键技术研究。1961年4月出生于江苏省扬中县。1995年毕业于华东理工大学，获工学博士学位。     2015年当选中国工程院院士。
钱旭红,    有机化工专家，主要从事绿色农药和功能染料研究。1962年2月出生于江苏省扬州宝应市。1988年毕业于华东化工学院（华东理工大学），获工学博士学位。     2011年当选中国工程院院士。
邱冠周,    矿冶工程专家，主要从事低品位、复杂难处理金属矿产资源加工利用，铁矿细磨精选和直接还原等相关研究。1949年2月出生于广东省梅州市。1987年毕业于中南工业大学，获博士学位。     2011年当选中国工程院院士。
任其龙,    化学工程专家，主要从事化工分离、制药工程领域研究。1959年1月出生于浙江省东阳县。1998年毕业于浙江大学，获工学博士学位。     2019年当选中国工程院院士。
沈政昌,    矿物加工专家，主要从事选冶过程技术研究、设计及工程化。1960年6月出生于江苏省常熟市。2008年毕业于北京科技大学，获博士学位。     2021年当选中国工程院院士。
孙传尧,    矿物加工工程专家，主要从事矿物加工及复杂多金属矿产资源综合利用研究。1944年12月出生于黑龙江省饶河县。1981年毕业于北京矿冶研究总院选矿专业，获硕士学位。     2003年当选中国工程院院士。
谭天伟,    生物化工专家，主要从事工业酶开发及应用、生物基化学品与生物能源的绿色制造等领域的研究。1964年2月出生于湖南省湘潭市。1986年毕业于清华大学，获博士学位。     2011年当选中国工程院院士。
屠海令,    电子材料专家，主要从事硅及硅基半导体材料、化合物半导体材料、新型传感材料研究。1946年10月出生于北京市。1983年毕业于英国巴斯大学，获博士学位。     2007年当选中国工程院院士。
涂善东,    化工装备安全技术专家，主要从事高温高压设备安全技术研究。1961年11月出生于福建省龙岩市。1988年毕业于南京化工学院，获博士学位。     2019年当选中国工程院院士。
王迎军,    生物材料科学与工程专家，主要从事生物医用材料研究。1954年7月出生于河北省唐县。1997年毕业于华南理工大学，获博士学位。     2015年当选中国工程院院士。
王玉忠,    有机高分子材料专家，主要从事高分子材料的功能化与高性能化、降解与回收循环利用等领域的研究。1961年6月出生于山东省威海市。1994年毕业于四川大学，获博士学位。     2015年当选中国工程院院士。
吴锋,    新能源材料科学专家，主要从事新能源材料研究。1951年6月出生于北京市。1981年毕业于太原工学院，获硕士学位。     2017年当选中国工程院院士。
吴以成,    功能材料专家，主要从事非线性光学材料研究。1946年11月出生于广西玉林市。1986年获中国科学院福建物质结构研究所博士学位。     2005年当选中国工程院院士。
谢建新,    材料加工工程专家，主要从事金属凝固、加工和热处理及其关键装备的研究。1958年6月出生于湖南省双峰县。1991年毕业于日本东北大学，获工学博士学位。     2015年当选中国工程院院士。
邢丽英,    航空结构功能一体化复合材料技术专家，主要从事先进树脂基复合材料多功能化技术研究。1965年2月出生于山东省烟台市。2003年毕业于北京航空航天大学，获博士学位。     2021年当选中国工程院院士。
徐惠彬,    金属材料专家，主要从事先进航空发动机高温材料和特种功能材料的科学研究、工程应用和人才培养。1959年7月出生于吉林省大安市。1992年毕业于德国柏林工业大学，获博士学位。     2011年当选中国工程院院士。
徐南平,    化学工程专家，主要从事膜科学与技术及材料化学工程研究。1961年4月出生于安徽省桐城市。1989年毕业于南京化工学院（现南京工业大学），获工学博士学位。     2005年当选中国工程院院士。
杨为民,    有机化工专家，主要从事有机化工领域的应用基础研究与工程技术开发。1966年4月出生于山东省烟台市。1994年毕业于南京大学，获博士学位。     2021年当选中国工程院院士。
应汉杰,    生物制药工程专家，主要从事事生物与制药工程领域研究。1969年7月出生于浙江省慈溪市。1998年毕业于南京化工大学，获博士学位。     2021年当选中国工程院院士。
张联盟,    功能梯度复合材料专家，主要从事先进复合材料研究。1955年1月出生于湖北省天门市。1997年毕业于日本东北大学，获博士学位。     2017年当选中国工程院院士。
张立群,    橡胶材料专家，主要从事高性能橡胶纳米复合材料、绿色橡胶材料和特种功能橡胶材料研究。1969年12月出生于内蒙古自治区多伦县。1995年毕业于北京化工大学，获工学博士学位。     2021年当选中国工程院院士。
张平祥,    超导材料专家，主要从事实用化低温和高温超导材料制备技术等研究。1965年3月出生于陕西省宝鸡市。1996年毕业于东北大学，获工学博士学位。     2019年当选中国工程院院士。
张耀明,    无机非金属材料专家，主要从事非通信光纤研究。1943年12月出生于江苏省无锡市。1965年毕业于上海同济大学，获学士学位。     2001年当选中国工程院院士。
郑裕国,    生物化工专家，主要从事医药和农药化学品生物制造工程技术创新研究。1961年11月出生于浙江省象山县。2005年毕业于浙江工业大学，获博士学位。     2017年当选中国工程院院士。
周济,    无机非金属材料专家，主要从事信息功能陶瓷材料与元器件研究。1962年2月出生于吉林省九台县。1991年毕业于北京大学化学系，获理学博士学位。     2017年当选中国工程院院士。
周玉,    先进陶瓷材料专家，主要从事陶瓷相变机理与韧化工艺、多功能航天防热与高温结构用先进陶瓷及复合材料研究。1955年7月出生于黑龙江省五常市。1989年毕业于哈尔滨工业大学，获博士学位。     2009年当选中国工程院院士。
才鸿年,    金属材料专家，主要从事军用新材料研究。1940年1月出生于北京市。1966年毕业于北京科技大学，获研究生学位。     2001年当选中国工程院院士。
陈丙珍,    化工系统工程专家，主要从事化工过程优化与智能化研究。1936年5月出生于江苏省无锡市。1962年毕业于莫斯科门捷列夫化工学院，获技术科学副博士学位。     2005年当选中国工程院院士。
陈景,    贵金属冶金专家，主要从事贵金属冶金物理化学及高原湖泊污染治理研究。1935年3月出生于云南省大理市。1958年毕业于云南大学，获学士学位。     1997年当选中国工程院院士。
陈立泉,    功能材料专家，主要从事锂电池及相关材料研究。1940年3月出生于四川省南充市。1964年毕业于中国科学技术大学，获学士学位。     2001年当选中国工程院院士。
陈蕴博,    陈蕴博，材料领域专家，主要从事材料科学与工程领域研究。1935年1月出生于上海市嘉定区。1955年毕业于浙江大学。     1999年当选中国工程院院士。
崔崑,    金属材料专家，主要从事材料科学的教学研究。1925年7月出生于山东省济南市。1948年毕业于武汉大学，获学士学位。     1997年当选中国工程院院士。
丁传贤,    无机涂层材料专家，主要从事等离子体喷涂涂层材料的设计、制备、应用和相关机理研究。1936年2月出生于江苏省海门市。1959年毕业于复旦大学。     1995年当选中国工程院院士。
傅恒志,    材料及冶金专家，主要从事凝固理论与技术及高温合金研究。1929年8月出生于河南省开封市。1962年毕业于苏联列宁格勒工学院，获副博士学位。     1995年当选中国工程院院士。
高从堦,    化学工程专家，主要从事膜分离与水处理研究。1942年11月出生于山东省即墨市。1965年毕业于山东海洋学院。     1995年当选中国工程院院士。
胡永康,    石油炼制专家，主要从事石油炼制加氢裂化催化剂和加氢技术的研究开发及工业应用转化研究。1940年2月出生于云南省曲靖市。1961年毕业于云南大学化学系，获学士学位。     1997年当选中国工程院院士。
江东亮,    无机材料科学专家，主要从事先进陶瓷的组成、结构、工艺与性能关系的研究与发展。1937年9月出生于上海市。1960年毕业于南京化工学院，获学士学位。     2001年当选中国工程院院士。
金涌,    化学工程专家，主要从事化学反应工程、流态化反应工程教学研究。1935年7月出生于北京市。1959年毕业于原苏联乌拉尔工业大学，获学士学位。     1997年当选中国工程院院士。
柯伟,    金属腐蚀与防护专家，主要从事耐蚀合金及环境敏感断裂研究。1932年12月出生于辽宁省沈阳市。1957年毕业于北京钢铁工业学院。     1997年当选中国工程院院士。
李大东,    石油炼制催化剂及工艺专家，主要从事催化剂及工艺研究。1938年2月出生于北京市。1962年毕业于北京大学。     1994年当选中国工程院院士。
李俊贤,    化工合成专家，主要从事推进剂及聚氨酯研究。1928年3月出生于四川省眉山市。1950年毕业于国立中央技艺高等专科学校。     1995年当选中国工程院院士。
李龙土,    无机非金属材料专家，主要从事无机非金属材料（信息功能陶瓷）的教学和科研工作。1935年11月出生于福建省南安市。1958年毕业于清华大学。     1997年当选中国工程院院士。
刘业翔,    有色金属冶金专家，主要从事轻金属与铝电解及电化学冶金领域节能技术研究与应用。1930年9月出生于湖北省武汉市。1953年毕业于中南矿冶学院，获学士学位。     1997年当选中国工程院院士。
毛炳权,    高分子化工专家，主要从事烯烃聚合工艺和聚合催化剂研究。1933年11月出生于广东省广州市。1959年毕业于莫斯科门捷列夫化工学院，获工程师学位。     1995年当选中国工程院院士。
邱定蕃,    有色冶金专家，主要从事有色冶金、化工冶金研究。1941年10月出生于香港。1962年毕业于南昌大学。     1999年当选中国工程院院士。
桑凤亭,    化学激光专家，主要从事化学激光研究。1942年3月出生于辽宁省大连市。1964年毕业于哈尔滨工业大学。     2003年当选中国工程院院士。
沈寅初,    生物化工专家，主要从事微生物源农药及生物化工研究。1938年7月出生于浙江省嵊州市。1962年毕业于复旦大学，同年入复旦大学攻读研究生课程。     1997年当选中国工程院院士。
舒兴田,    炼油催化专家，主要从事分子筛炼油催化剂的开发和工业应用研究。1940年4月出生于上海市。1964年毕业于华东化工学院，获学士学位。     1999年当选中国工程院院士。
唐明述,    无机非金属材料专家，主要从事混凝土工程寿命的研究。1929年3月出生于四川省安岳县。1956年毕业于南京工学院，获硕士学位。     1995年当选中国工程院院士。
王国栋,    压力加工专家，主要从事钢铁材料轧制理论、工艺、装备与产品方面的研究。1942年10月出生于辽宁省大连市。1981年毕业于北京钢铁研究总院，获硕士学位。     2005年当选中国工程院院士。
王海舟,    冶金分析表征专家，主要从事材料分析表征与评价研究。1940年2月出生于福建省福州市。1963年年毕业于北京大学。     2011年当选中国工程院院士。
王静康,    工业结晶科学与技术专家，主要从事工业结晶科学与技术创新研发及其成果产业转化研究。1938年4月出生于河北省秦皇岛市。1965年毕业于天津大学，获研究生学位。     1999年当选中国工程院院士。
汪燮卿,    有机化工专家，主要从事炼油和石油化工科技开发研究。1933年2月出生于浙江省龙游县。1961年毕业于民主德国麦塞堡化工学院，获自然科学博士学位。     1995年当选中国工程院院士。
汪旭光,    工业炸药与工程爆破专家，主要从事现代工业炸药与工程爆破技术的研究与开发。1939年12月出生于安徽省枞阳县。1963年毕业于安徽大学，获学士学位。     1995年当选中国工程院院士。
王一德,    压力加工专家，主要从事不锈钢、电工钢和轧钢技术研究。1938年12月出生于浙江省杭州市。1966年毕业于北京钢铁学院，获硕士学位。     2005年当选中国工程院院士。
王泽山,    含能材料专家，主要从事含能材料方面的教学与科学研究。1935年10月出生于吉林省吉林市。1960年毕业于哈尔滨军事工程学院。     1999年当选中国工程院院士。
王震西,    磁性与非晶态材料专家，主要从事稀土磁性材料的研究开发及产业化。1942年9月出生于江苏省海门市。1964年毕业于中国科学技术大学，获学士学位。     1995年当选中国工程院院士。
翁宇庆,    钢铁材料专家，主要从事钢结构材料研究。1940年1月出生于四川省西昌市。1984年毕业于美国宾夕法尼亚大学，获博士学位。     2009年当选中国工程院院士。
吴慰祖,    精细化工专家，主要从事精细化工军事应用方面研究。1932年11月出生于江苏省南通市。1953年毕业于北京大学化学系。     1999年当选中国工程院院士。
徐承恩,    炼油工艺设计专家，主要从事炼油厂的工程设计研究。1927年1月出生于浙江省诸暨市。1949年毕业于浙江大学，获学士学位。     1994年当选中国工程院院士。
徐匡迪,    钢铁冶金专家，主要从事电炉炼钢、喷射冶金、钢液二次精炼及熔融还原研究。1937年12月出生于浙江省崇德县。1959年毕业于北京科技大学。     1995年当选中国工程院院士。
薛群基,    特种润滑材料专家，主要从事特种润滑和防护材料研究。1942年11月出生于山东省沂南县。1967年毕业于中国科学院兰州化学物理研究所，获硕士学位。     1997年当选中国工程院院士。
杨启业,    石油与天然气化工专家，主要从事石油化工设计研究。1932年1月出生于江苏省镇江市。1957年毕业于北京石油学院。     1997年当选中国工程院院士。
