0,1
岑可法,    工程热物理、能源环境工程专家，主要从事工程热物理、能源高效清洁利用等方面的研究。1935年1月出生于广东省佛山市。1962年毕业于苏联莫斯科包曼高等工业大学，获副博士学位。     1995年当选中国工程院院士。
常印佛,    矿床地质学家，主要从事找成矿及矿勘探研究。1931年7月出生于江苏省泰兴市。1952年毕业于清华大学。     1994年当选中国工程院院士。
陈森玉,    加速器物理专家，主要从事粒子加速器技术与工程研究。1939年12月出生于福建省仙游市。1964年毕业于清华大学。     2001年当选中国工程院院士。
陈毓川,    非能源矿产地质与勘查专家，主要从事非能源矿产资源地质与勘查研究，1934年12月出生于浙江省平湖市。1959年毕业于前苏联顿湼茨理工大学。     1997年当选中国工程院院士。
杜祥琬,    核物理工程技术专家，主要从事核武器物理、强激光和能源战略研究。1938年4月生于河南省南阳市（籍贯开封）。1964年毕业于莫斯科工程物理学院。     1997年当选中国工程院院士。
樊明武,    回旋加速器专家、磁铁理论与工程专家，主要从事粒子加速器技术和应用研究。1943年7月出生于湖北省沙市区。1965年毕业于华中工学院（现华中科技大学）电机工程系。     1999年当选中国工程院院士。
范维澄,    公共安全专家，主要从事公共安全和应急管理的理论、技术和综合应用研究。1943年1月出生于湖北省鄂州市。1965年本科毕业于中国科学技术大学，2013年获英国拉夫堡大学名誉博士学位。     2001年当选中国工程院院士。
傅依备,    核化学与化工专家，主要从事同位素化学、辐射化学和辐射材料改性研究。1929年4月出生于湖南省岳阳县。1960年毕业于原苏联列宁格勒化工学院获副博士学位。     2001年当选中国工程院院士。
古德生,    采矿工程专家，主要从事金属矿床连续开采工艺技术与装备，振动出矿技术，大物料处理连续作业振动设备，矿床开采环境再造与控制，矿山安全技术等研究。1937年10月出生于广东省梅州市。1960年毕业于中南矿冶学院（现中南大学），获学士学位。     1995年当选中国工程院院士。
顾金才,    岩土工程与防护工程加固技术研究专家。主要从事大型岩土工程问题地质力学模型试验研究工作。1939年2月出生于河北省卢龙县。1960年入哈尔滨军事工程学院学习，1965年毕业于西安工程兵工程学院，地下建筑专业。     2001年当选中国工程院院士。
顾心怿,    石油矿业机械专家，主要从事石油矿藏机械、石油海洋平台等研究。1937年1月出生于上海市。1956年毕业于中央燃料工业部干部学校。     1995年当选中国工程院院士。
韩英铎,    电力系统自动化专家，主要从事电力系统安全分析、控制及电力电子技术研究。1938年5月出生于辽宁省沈阳市。分别于1962年和1965年在清华大学电机系本科和研究生毕业，1986年于西德埃尔兰根-纽伦堡大学电力系统研究所获工程科学博士（Dr-Ing）学位。     1995年当选中国工程院院士。
何多慧,    核科学技术专家，主要从事带电粒子加速器物理和技术、同步辐射光源、自由电子激光研究。1939年2月出生于四川省仪陇市。1964年毕业于中国科学技术大学。     1995年当选中国工程院院士。
何继善,    信息物理与工程管理专家，主要从事电磁波传播、探测技术与仪器和工程管理理论研究。1934年9月出生于湖南省长沙市。1960年毕业于长春地质学院。     1994年当选中国工程院院士。
洪伯潜,    煤矿特殊凿井专家，主要从事特殊地层深井钻井法技术研究。1931年12月出生于福建省厦门市。1956年毕业于浙江大学。     1997年当选中国工程院院士。
胡见义,    石油天然气地质与勘探专家，主要从事油气成藏理论、油气勘探与发展战略研究。1934年3月出生于北京市。1959年毕业于原苏联莫斯科石油学院，获副博士学位。     1997年当选中国工程院院士。
胡思得,    核武器工程专家，主要从事核武器理论设计研究。1936年3月31日出生于浙江省宁波市。1958年毕业于复旦大学。     1995年当选中国工程院院士。
黄其励,    热能动力工程专家，主要从事火力发电和可再生能源发电领域研究。1941年1月出生于辽宁省营口市。1968年毕业于南京工学院（现东南大学）热能系，获硕士学位；1987年获日本北海道大学工学博士学位。     1997年当选中国工程院院士。
金庆焕,    海洋地质专家，主要从事海洋地质、海洋石油、天然气水合物勘探研究。1934年10月出生于浙江省临海市。1963年毕业于莫斯科大学地质系石油地质专业，获副博士学位。     1997年当选中国工程院院士。
康玉柱,    石油地质学、油气勘探学专家，主要从事油气发展战略及勘探部署、油气前景评价和选区研究。1936年3月出生于辽宁省北宁市。1960年毕业于长春地质学院，获学士学位。     2005年当选中国工程院院士。
雷清泉,    工程电介质理论材料与应用专家，主要从事高电压与绝缘技术研究。1938年7月出生于四川省岳池市。1962年毕业于西安交通大学电工材料系。     2003年当选中国工程院院士。
李立浧,    电网工程技术专家，主要从事电网技术研究和电网工程建设。1941年7月出生于江苏省建湖县。1967年毕业于清华大学。     2007年当选中国工程院院士。
罗平亚,    石油工程专家，主要从事石油工程与油田应用化学工程理论与技术研究。1940年6月出生于四川省内江市隆昌县。1963年毕业于四川石油学院（现西南石油大学）。     1995年当选中国工程院院士。
倪维斗,    动力机械工程专家，主要从事热能动力系统、煤炭清洁高效利用、可持续发展的能源战略研究。1932年10月出生于上海市。1962年毕业于加里宁工学院，获副博士学位。     1999年当选中国工程院院士。
潘垣,    磁约束聚变技术和高功率脉冲电源技术专家，主要从事磁约束核聚变与等离子体、強磁场与脉冲功率、高压与电器研究，1933年8月出生于湖北宜昌，先后在武汉大学与华中工学院（现华中科技大学）电机系学习，1955年毕业。     1997年当选中国工程院院士。
裴荣富,    开发矿业地质研究专家，主要从事金属矿产成矿系列和综合地质勘查、技术方法研究。1924年8月出生于河北省秦皇岛市。1948年毕业于清华大学理学院地学系，获理学学士学位。     1999年当选中国工程院院士。
彭先觉,    原子核物理学专家，主要从事核武器理论研究与设计。1941年9月出生于湖南省湘潭县。1964年毕业于哈尔滨军事工程学院。     1999年当选中国工程院院士。
钱皋韵,    核燃料工程、同位素分离专家，主要从事中子物理、聚变物理和铀同位素分离等研究。1927年3月出生于上海市。1950年毕业于上海交通大学。     1994年当选中国工程院院士。
钱绍钧,    实验原子核物理专家，主要从事核物理和核技术应用研究。1934年10月出生于浙江省平湖市。1956年毕业于北京大学。     1995年当选中国工程院院士。
邱爱慈,    高功率脉冲技术及应用专家，主要从事高功率脉冲技术与放电等离子体、强流脉冲加速器研究。1941年11月出生于浙江省绍兴市。1964年毕业于西安交通大学电机系。     1999年当选中国工程院院士。
邱中建,    石油地质专家，主要从事石油地质基础理论研究和勘探实践。1933年6月出生于江苏省南京市。1953年毕业于重庆大学，获学士学位。     1999年当选中国工程院院士。
苏万华,    内燃动力工程专家，主要从事内燃机燃烧与控制研究。1941年11月出生于黑龙江省佳木斯市。1965年毕业于天津大学内燃机专业，1968年研究生毕业。     2011年当选中国工程院院士。
孙承纬,    爆炸力学专家，主要从事爆轰物理、激光与物质相互作用及效应、高能量密度动力学研究。1939年12月出生于上海市，籍贯江苏常州。1963年毕业于北京大学数学力学系力学专业。     2003年当选中国工程院院士。
孙玉发,    反应堆工程专家，主要从事核电和核动力工程研究。1937年5月出生于黑龙江省嫩江市。1963年毕业于哈尔滨工业大学。     1999年当选中国工程院院士。
唐西生,    核科学技术专家，主要从事核技术应用研究。1938年1月出生于江苏省宜兴市。1961年毕业于北京航空航天大学，获学士学位。     1997年当选中国工程院院士。
汤中立,    矿产勘查专家，主要从事岩浆成矿理论、小岩体成大矿找矿应用研究。1934年10月出生于安徽省安庆市。1956年毕业于北京地质学院，获学士学位。     1995年当选中国工程院院士。
童晓光,    石油地质和勘探专家，主要从事石油与天然气勘探研究。1935年4月出生于浙江省嵊县，1964年毕业于南京大学。     2005年当选中国工程院院士。
万元熙,    核聚变专家，主要从事磁约束核聚变研究。1939年12月出生于四川省绵竹县，籍贯江苏南京。1967年毕业于北京大学物理系研究生班。     2009年当选中国工程院院士。
王德民,    油气田开发工程专家，主要从事分层开采、化学驱油以及同井注采等四次采油新工艺研究。1937年2月出生于河北省唐山市。1960年毕业于北京石油学院，大学本科毕业。     1994年当选中国工程院院士。
王思敬,    工程地质、环境地质和岩体力学专家，主要从事地质与工程、地质与力学相结合的研究。1934年12月出生于上海市。1963年毕业于前苏联莫斯科地质学院，获副博士学位。     1995年当选中国工程院院士。
闻雪友,    燃气轮机专家，主要从事舰船及工业燃气轮机的设计与应用研究，1940年9月出生于上海市。1961年毕业于上海交通大学，获学士学位。     2005年当选中国工程院院士。
翁史烈,    动力机械专家，主要从事能源系统和燃气轮机研究。1932年5月出生于浙江省宁波市。1952年毕业于交通大学，1962年毕业于原苏联列宁格勒造船学院，获科学技术副博士学位。     1995年当选中国工程院院士。
鲜学福,    矿山安全技术专家，主要从事矿井煤层气理论及其工程应用研究。1929年1月出生于四川省阆中县。1964年毕业于莫斯科矿业学院，获副博士学位。     1999年当选中国工程院院士。
徐大懋,    热力涡轮机和热能工程专家，主要从事热力涡轮机和热能工程的设计与研究。1935年10月出生于安徽省当涂县。1960年毕业于清华大学，1987年获清华大学工程博士学位。     1997年当选中国工程院院士。
许绍燮,    地震学专家，主要从事核爆地震与天然地震监测工程技术研究。1932年1月出生于浙江省绍兴市。1951—1956年在南大、北大物理系听课学习。     1999年当选中国工程院院士。
薛禹胜,    稳定性理论及电力系统自动化专家，主要从事电力系统稳定性量化理论、大电网停电防御系统、能源领域的信息-物理-社会系统等方面的研究。1941年2月出生于江苏省无锡市。1987年毕业于比利时列日大学，获博士学位。     1995年当选中国工程院院士。
杨奇逊,    电力系统自动化专家，主要从事继电保护方面的研究。1937年10月出生于上海。1960年毕业于浙江大学，1982年获澳大利亚新南威尔士大学电气工程博士学位。     1994年当选中国工程院院士。
杨裕生,    核试验技术、电化学专家，主要从事化学储能、电动汽车发展技术路线研究。1932年10月出生于江苏省如皋县。1952年毕业于浙江大学。     1995年当选中国工程院院士。
叶奇蓁,    核电专家，主要从事核电和反应堆工程研究。1934年9月出生于湖北省武汉市。1960年毕业于苏联莫斯科动力学院，获副博士学位。     2003年当选中国工程院院士。
衣宝廉,    燃料电池专家，主要从事电化学工程领域研究。1938年5月出生于辽宁省辽阳县。1962年毕业于吉林大学化学系，获1966年大连化学物理研究所硕士学位。     2003年当选中国工程院院士。
于俊崇,    核动力专家。主要从事反应堆热工水力、事故安全分析和核动力装置总体设计研究工作。1940年12月出生于江苏省盐城市滨海县，1965年7月毕业于南京工学院（今东南大学）动力工程系五年制本科。     2009年当选中国工程院院士。
于润沧,    采矿专家，从事非能源矿产资源智能化、生态化开采研究。1930年3月出生于河北省（原察哈尔省）张家口市。1954年毕业于东北工学院（现东北大学）。     1999年当选中国工程院院士。
余贻鑫,    电力系统仿真和规划专家，主要从事电力系统安全性和稳定性、城市电网规划和智能电网的研究。1936年11月出生于北京密云县。1963年天津大学动力系研究生毕业。     2005年当选中国工程院院士。
曾恒一,    海洋工程技术专家，主要从事海洋石油深水工程技术研究。1939年9月出生于重庆市。1961年毕业于上海交通大学。     1997年当选中国工程院院士。
翟光明,    石油勘探专家，主要从事油气勘探战略研究。1926年8月出生于湖北省宜昌市。1950年毕业于北京大学，获学士学位。     1995年当选中国工程院院士。
张信威,    核技术应用专家，主要从事核技术应用的理论研究。1938年1月出生于湖南省涟源市。1960年7月毕业于北京大学。     2005年当选中国工程院院士。
张勇传,    水电能源专家，从事水资源发展规划、运筹调度、水情信息和数字流域领域的理论和应用研究。1935年3月生于河南省南阳市，1957年毕业于华中工学院（今华中科技大学）。     1997年当选中国工程院院士。
赵文津,    地球物理勘探专家，主要从事深部矿产资源勘查、青藏高原岩石圈与成矿研究，行星科学及地震预报。1931年2月生于天津，1952年毕业于清华物理系     2001年当选中国工程院院士。
郑健超,    高电压技术专家，主要从事高电压测试、防雷和高电压绝缘技术的研究。1939年10月出生于广西南宁市。1965年毕业于清华大学电机工程系研究生部。     1995年当选中国工程院院士。
郑绵平,    盐湖学和地质矿床学专家，主要从事矿床地质和盐湖综合资源及热水矿床研究。1934年11月出生于福建省漳州市。1956年毕业于南京大学，获学士学位。     1995年当选中国工程院院士。
周邦新,    核材料专家，主要从事核材料与核燃料研究。1935年12月出生于湖北省武昌市。1956年毕业于北京钢铁学院（今北京科技大学），获学士学位。     1995年当选中国工程院院士。
周世宁,    矿山瓦斯防治专家，主要从事矿井瓦斯防治的科学研究。1934年1月出生于江苏省扬州市。1953年毕业于中国矿业学院。     1999年当选中国工程院院士。
周永茂,    核反应堆工程专家，主要从事反应堆的设计、建造和应用研究。1931年5月出生于浙江省宁波市。1958年毕业于莫斯科动力学院，获硕士学位。     1995年当选中国工程院院士。
陈军,    航天测绘与地理信息专家，主要从事基础地理信息建模、更新与服务工程科技研究。1956年10月出生于安徽省霍邱县。1983年毕业于武汉测绘学院，获硕士学位。     2019年当选中国工程院院士。
陈湘生,    隧道与地下工程、特殊岩土工程专家，主要从事地下设施建造与运维的韧性基础理论和安全控制智能技术研究。1956年6月出生于湖南省湘潭市。2000年毕业于清华大学，获博士学位。     2017年当选中国工程院院士。
陈政清,    工程力学专家，主要从事结构动力学理论与电涡流减振缓冲技术，桥梁风工程研究。1947年10月出生于湖南省湘潭市。1987年毕业于西安交通大学，获博士学位。     2015年当选中国工程院院士。
崔愷,    建筑学专家，主要从事建筑创作以及建筑学术研究。1957年8月出生于北京。1984年毕业于天津大学，获硕士学位。     2011年当选中国工程院院士。
邓铭江,    干旱区水资源及水利工程专家，主要从事内陆河流域水循环调控与生态环境保护、重大水利工程规划设计与建设管理、西北跨界河流开发与区域水安全研究。1960年6月出生于新疆维吾尔自治区库尔勒市。2007年毕业于河海大学，获博士学位。     2017年当选中国工程院院士。
杜修力,    地震工程专家，主要从事大型工程结构抗震研究。1962年12月出生于四川省广安市。1990年毕业于中国地震局工程力学研究所，获博士学位。     2021年当选中国工程院院士。
杜彦良,    智慧交通与安全运维专家，主要从事工程结构智能监测与长寿命安全保障研究。1956年10月出生于河北省张家口市。1993年毕业于北京航空航天大学，获博士学位。     2013年当选中国工程院院士。
冯夏庭,    岩石力学专家，主要从事深部工程岩体力学与安全研究。1964年9月出生于安徽省潜山县。1992年毕业于东北大学，获博士学位。     2019年当选中国工程院院士。
高宗余,    桥梁工程专家，主要从事大型桥梁的设计与施工技术研究。1964年1月出生于江苏省南京市。2007年毕业于华中科技大学，获博士学位。     2021年当选中国工程院院士。
龚晓南,    岩土工程专家，主要从事土力学及基础工程理论和工程实践研究。1944年10月出生于浙江省金华市。1981年毕业于浙江大学，获博士学位。     2011年当选中国工程院院士。
郭仁忠,    地理信息工程专家，主要从事地理信息技术、智慧城市、国土资源利用与国土空间优化等研究。1956年8月出生于江苏省盐城市。1991年毕业于法国Franche-Comté大学，获博士学位。     2013年当选中国工程院院士。
何华武,"    铁道工程专家,主要从事铁路工程、运输技术工作和铁路科技研究与应用，是中国高铁技术主创人和主要实施推广人之一。1955年8月出生于四川省资阳市。1982年毕业于铁道部科学研究院研究生院，获硕士学位。     2009年当选中国工程院院士。"
胡春宏,    水力学及河流动力学专家，主要从事泥沙运动力学与河床演变、水沙调控技术、江河治理研究。1962年4月出生于山西省晋中市榆次区。1989年毕业于清华大学，获博士学位。     2013年当选中国工程院院士。
胡亚安,    港口、水道、海岸及近海工程专家，主要从事内河水运通航建筑物前沿技术攻关、核心装备研发和重大工程实践研究。1965年2月出生于湖北省云梦县。1986年毕业于南京水利科学研究院，获工学硕士学位。2011年毕业于南京水利科学研究院，获工学博士学位。     2021年当选中国工程院院士。
黄卫,    道路、桥梁及交通工程专家，主要从事道路、桥梁及交通工程研究。1961年4月出生于江苏省南通市。1982年毕业于南京工学院（现东南大学），获博士学位。     2007年当选中国工程院院士。
江亿,    建筑环境与能源应用专家，主要从事建筑节能领域研究。1952年4月出生于北京市。1985年毕业于清华大学，获博士学位。     2001年当选中国工程院院士。
孔宪京,    水工结构专家，主要从事土石坝等土工构筑物抗震理论与工程应用研究。1952年1月出生于江苏省南京市。1990年毕业于大连理工大学，获博士学位。     2017年当选中国工程院院士。
李华军,    海洋工程安全专家，主要从事海洋工程安全分析设计、施工及运维技术研究。1962年2月出生于天津市。2001年毕业于日本京都大学，获博士学位。     2017年当选中国工程院院士。
李建成,    大地测量专家，主要从事地球重力场领域研究。1964年12月出生于内蒙古自治区集宁市。1993年毕业于武汉测绘科技大学，获博士学位。     2011年当选中国工程院院士。
李术才,    隧道与地下工程灾害防控专家，主要从事隧道与地下工程突水突泥等灾害预报与治理研究。1965年12月出生于河北省涞水县。1996年毕业于中国科学院武汉岩土力学研究所，获博士学位。     2019年当选中国工程院院士。
刘加平,    绿色与节能建筑专家，主要从事地域性节能建筑新模式及应用研究。1956年11月出生于陕西省大荔县。1999年毕业于重庆建筑大学，获博士学位。     2011年当选中国工程院院士。
刘加平,    土木工程材料专家，主要从事混凝土收缩裂缝控制和超高性能化研究。1967年1月出生于江苏省南通海安市。2008年毕业于南京工业大学，获博士学位。     2021年当选中国工程院院士。
吕西林,    结构工程专家，主要从事建筑结构抗震减震、混凝土结构理论及结构鉴定加固研究。1955年1月出生于陕西省岐山县。1984年毕业于同济大学，获博士学位。     2019年当选中国工程院院士。
马军,    饮用水安全保障技术专家，主要从事给水预处理、高级氧化、膜法水处理技术研究。1962年7月出生于黑龙江省牡丹江市。1990年毕业于哈尔滨建筑工程学院，获博士学位。     2019年当选中国工程院院士。
梅洪元,    寒地建筑设计领域专家，主要从事寒地建筑设计及其理论研究。1958年7月出生于辽宁省营口市。2000年毕业于哈尔滨工业大学，获博士学位。     2021年当选中国工程院院士。
孟建民,    建筑专家，主要从事建筑设计及其理论研究。1958年2月出生于江苏省徐州市。1990年毕业于东南大学，获博士学位。     2015年当选中国工程院院士。
缪昌文,    土木工程材料专家，主要从事土木工程材料理论与应用技术研究。1957年8月出生于江苏省姜堰市。1982年毕业于南京工学院（现东南大学），获学士学位。     2011年当选中国工程院院士。
聂建国,    结构工程专家，主要从事土木工程结构基础理论、关键技术与工程应用研究。1958年8月出生于湖南省衡阳市。1991年毕业于南斯拉夫铁托格勒大学，获博士学位。     2013年当选中国工程院院士。
钮新强,    水工结构专家，主要从事水工结构工程与高坝通航等设计与研究。1962年7月出生于浙江省湖州市。2005年毕业于华中科技大学，获博士学位。     2013年当选中国工程院院士。
欧进萍,    结构工程专家，主要从事结构监测、控制与防灾减灾研究。1959年3月出生于湖南省宁远县。1987年毕业于哈尔滨工业大学，获博士学位。     2003年当选中国工程院院士。
彭永臻,    污水处理专家，主要从事污水生物处理与脱氮除磷理论、新工艺新技术与工程应用研究。1949年2月出生于黑龙江省哈尔滨市。1995年毕业于哈尔滨工业大学，获博士学位。     2015年当选中国工程院院士。
秦顺全,    桥梁工程专家，主要从事大型桥梁工程设计与施工技术研究。1963年7月出生于四川省绵竹市。1987年毕业于西南交通大学，获硕士学位。     2009年当选中国工程院院士。
任辉启,    武器效应与工程防护专家，主要从事武器毁伤效应、工程防护技术及应用基础理论等研究。1953年5月出生于湖南省长沙市。1980年毕业于北京大学，1992年毕业于中国科学技术大学，1997年毕业于西南交通大学，获博士学位。     2015年当选中国工程院院士。
任南琪,    环境工程专家，主要从事城市水资源与水环境改善对策，污水生物处理工艺、技术与设备，废物资源化及能源化理论与技术，环境微生物系统生物学与生态学研究。1959年3月出生于黑龙江省哈尔滨市。1994年毕业于哈尔滨建筑大学，获博士学位。     2009年当选中国工程院院士。
唐洪武,    平原水动力学与河湖治理工程领域专家，主要从事平原弱动力区多尺度水动力重构的理论方法、工程技术体系与多目标水力智能调控技术研究。1966年9月出生于江苏省建湖县。1996年毕业于河海大学，获博士学位。     2021年当选中国工程院院士。
王超,    水资源保护专家，主要从事水资源保护与水质改善基础理论、创新技术与工程应用研究。1958年7月出生于江苏省滨海县。1995年毕业于河海大学，获博士学位。     2011年当选中国工程院院士。
王复明,    岩土工程专家，主要从事基础设施水灾变防控与非开挖修复技术研究。1957年3月出生于河南省周口市。1987年毕业于大连理工大学，获博士学位。     2015年当选中国工程院院士。
王浩,    水文学及水资源专家，主要从事水文学及水资源基础理论、应用基础和工程技术应用研究。1953年8月出生于北京市。1989年毕业于清华大学，获博士学位。     2005年当选中国工程院院士。
王建国,    城市和建筑设计专家，主要从事现代城市设计、城镇建筑遗产保护等领域的理论、创新技术方法与工程应用研究。1957年7月出生于江苏省常州市。1989年毕业于东南大学，获博士学位。     2015年当选中国工程院院士。
王明洋,    防护工程领域专家，主要从事武器效应与工程防护研究。1966年1月出生于湖北省仙桃市。1994年毕业于原中国人民解放军工程兵工程学院，获工学博士学位。     2021年当选中国工程院院士。
吴志强,    城乡规划专家，主要从事智能城市规划理论与方法研究。1960年8月出生于上海市。1994年毕业于德国柏林工业大学，获博士学位。     2017年当选中国工程院院士。
肖绪文,    建筑工程专家，主要从事建筑施工、绿色施工与绿色建造、信息化建造研究。1953年4月出生于陕西省商洛市。1977年毕业于清华大学。     2013年当选中国工程院院士。
谢先启,    工程爆破专家，主要从事工程爆破基础理论、创新技术与工程应用研究。1960年12月出生于湖北省洪湖市。2005年毕业于武汉科技大学，获工学硕士学位。     2017年当选中国工程院院士。
徐建,    结构工程专家，主要从事振动控制、结构抗震和新型砌体结构研究。1958年8月出生于辽宁省大连市。1988年毕业于湖南大学，获硕士学位。     2019年当选中国工程院院士。
许唯临,    水力学专家，主要从事高坝水力学研究。1963年10月出生于吉林省吉林市。1991年毕业于成都科技大学（现四川大学），获工学博士学位。     2021年当选中国工程院院士。
杨永斌,    结构力学与动力学专家，主要从事桥梁的车辆扫描法、列车引致之土壤波动传播、结构非线性与稳定理论等研究。1954年8月出生于福建省金门县。1984年毕业于康奈尔大学，获博士学位。     2009年当选中国工程院院士。
岳清瑞,    工程结构专家，主要从事工业与民用建筑诊治及碳纤维土木工程应用研究。1962年1月出生于黑龙江省齐齐哈尔市。1988年毕业于冶金工业部建筑研究总院，获硕士学位。     2017年当选中国工程院院士。
张建民,    岩土工程专家，主要从事结构与土体一体化抗震设计理论及方法研究。1960年3月出生于陕西省商洛市。1997年毕业于日本东京工业大学，获博士学位。     2017年当选中国工程院院士。
张建云,    水文水资源专家，主要从事水文水资源、防汛抗旱、气候变化影响、水利信息化、水环境保护与治理等方面的科研工作。1957年8月出生于江苏省沛县。1996年毕业于爱尔兰国立大学，获博士学位。     2009年当选中国工程院院士，2014年当选英国皇家工程院外籍院士。
张喜刚,    桥梁工程专家，主要从事桥梁工程技术和应用研究。1962年3月出生于河南省许昌市。1983年毕业于同济大学，获学士学位。     2019年当选中国工程院院士。
张宗亮,    水工结构工程专家，主要从事高坝工程、水网工程和数字工程研究。1963年5月出生于山东省济南市。2008年毕业于天津大学，获博士学位。     2021年年当选中国工程院院士。
郑健龙,    道路工程专家，主要从事道路工程、岩土工程领域科学研究、技术开发与工程实践。1954年5月出生于湖南省邵东县。2001年毕业于长安大学，获博士学位。     2015年当选中国工程院院士。
钟登华,    水利工程专家，主要从事水利工程仿真与智能建设理论与技术及工程应用研究。1963年11月出生于江西省赣州市，1988年毕业于天津大学获硕士学位，1992年于天津大学获博士学位。     2009年当选中国工程院院士。
周绪红,    结构工程专家，主要从事钢结构与组合结构基础理论和应用研究。1956年9月出生于湖南省南县。1992年毕业于湖南大学土木系，获博士学位。     2011年当选中国工程院院士。
朱合华,    隧道与地下空间工程专家，主要从事数字地下空间工程研究。1962年10月出生于安徽省合肥市。1989年毕业于同济大学，获工学博士学位。     2021年当选中国工程院院士。
庄惟敏,    建筑设计及其理论专家，主要从事建筑设计、建筑策划与后评估理论与实践研究。1962年10月出生于上海市。1992年毕业于清华大学，获博士学位。     2019年当选中国工程院院士。
陈厚群,    水工结构抗震专家，主要从事重大水利水电工程的抗震关键问题研究。1932年5月出生于江苏省无锡市。1958年毕业于前苏联莫斯科动力学院，获学士学位。     1995年当选中国工程院院士。
程泰宁,    建筑学专家，主要从事建筑设计与理论研究。1935年12月出生于江苏省南京市。1956年毕业于东南大学，获学士学位。     2005年当选中国工程院院士。
崔俊芝,    计算数学、计算力学与软件工程专家，主要从事水利工程智能建设基础理论、创新技术与工程应用研究。1938年7月出生于河南省新乡市。1962年毕业于西北工业大学。     1995年当选中国工程院院士。
董石麟,    空间结构专家，主要从事大跨度空间结构工程科技领域研究。1932年12月出生于浙江省杭州市。1960年毕业于原苏联莫斯科建工学院，获副博士学位。     1997年当选中国工程院院士。
冯叔瑜,    爆破工程专家，主要从事定向爆破筑坝技术研究。1924年6月出生于四川省邻水县。1960年毕业于原苏联列宁格勒铁道运输工程学院，获副博士学位。     1995年当选中国工程院院士。
傅熹年,    建筑历史专家，主要从事中国古代建筑史研究。1933年1月出生于北京。1955年毕业于清华大学。     1994年当选中国工程院院士。
何镜堂,    建筑学专家，主要从事建筑设计、教学和研究。1938年4月出生于广东省东莞市。1965年毕业于华南工学院，获硕士学位。     1999年当选中国工程院院士。
江欢成,    工程结构专家，主要从事工程建筑结构设计研究。1938年11月出生于广东省梅州市。1963年毕业于清华大学。     1995年当选中国工程院院士。
李圭白,    市政工程专家，主要从事水处理技术研究。1931年9月出生于河南省偃师县。1955年毕业于哈尔滨工业大学。     1995年当选中国工程院院士。
李猷嘉,    燃气供应专家，主要从事城市燃气研究。1932年11月出生于江苏省常州市。1956年毕业于哈尔滨工业大学。     2001年当选中国工程院院士。
梁文灏,    隧道及地下工程专家，主要从事复杂山区越岭长大隧道以及高原高寒、湿陷性黄土、风沙等特殊地质条件隧道修建及TBM施工技术研究。1941年9月出生于上海市。1964年毕业于同济大学。     2005年当选中国工程院院士。
廖振鹏,    地震工程专家，主要从事地震工程与波动理论研究。1937年2月出生于四川省成都市。1961年毕业于清华大学，获学士学位。     1997年当选中国工程院院士。
林元培,    桥梁专家，主要从事桥梁工程研究。1936年2月出生于上海。1954年毕业于上海土木工程学校。     2005年当选中国工程院院士。
刘经南,    大地测量与卫星导航专家，主要从事大地测量坐标系理论、卫星导航应用、软件开发和重大工程应用方面研究。1943年7月出生于重庆市。1982年毕业于武汉测绘学院，获硕士学位。     1999年当选中国工程院院士。
刘先林,    摄影测量与遥感专家，主要从事航空摄影测量理论与航测仪器研究。1939年4月出生于河北省无极县。1962年毕业于武汉测绘学院，获学士学位。     1994年当选中国工程院院士。
卢耀如,    水文地质、工程地质与环境地质专家，主要从事水文地质工程地质、地质环境与工程效应、岩溶地质研究。1931年5月出生于福建省福州市。1953年毕业于北京地质学院，获学士学位。     1997年当选中国工程院院士。
罗绍基,    发电工程专家，主要从事抽水蓄能发电研究。1933年12月出生于广东省广州市。1955年毕业于清华大学，获学士学位。     1999年当选中国工程院院士。
马国馨,"    建筑学家,主要从事规划和建筑设计，建筑理论和历史的研究。1942年2月出生于山东省济南市，1965年毕业于清华大学建筑系，1991年获工学博士学位。     1997年当选为中国工程院院士。"
马洪琪,    水利水电工程专家，主要从事高坝建设、地下工程及高坝通航研究。1942年10月出生于上海市。1967年毕业于清华大学，获学士学位。     2001年当选中国工程院院士。
马克俭,    结构工程专家，主要从事大跨度空间网格（钢结构、混凝土结构、钢-混凝土组合结构、预应力结构）结构与应用研究。1933年10月出生于湖南省岳阳市。1955年毕业于湖南大学，获学士学位。     2007年当选中国工程院院士。
钱七虎,    防护工程专家，主要从事工程防护理论与技术、地下工程建设理论与技术研究。1937年10月出生，江苏省昆山市人。1965年毕业于苏联莫斯科古比雪夫军事工程学院，获副博士学位。     1994年当选中国工程院院士。
沈世钊,    结构工程专家，主要从事大跨空间结构研究。1933年12月出生于浙江嘉兴。1956年毕业于哈尔滨工业大学，获硕士学位。     1999年当选中国工程院院士。
施仲衡,    城市轨道交通专家，主要从事城市轨道交通规划设计研究。1931年11月出生于江苏省苏州市。1959年毕业于苏联莫斯科铁道运输工程学院，获副博士学位。     1999年当选中国工程院院士。
谭述森,    卫星导航总体设计专家，主要从事大地测量装备研制、卫星导航系统总体设计与工程应用研究。1942年1月出生于重庆开县。1965年毕业于成都电讯工程学院，获学士学位。     2015年当选中国工程院院士。
王光远,    结构力学和工程设计理论专家，主要从事地震工程理论、建筑物空间整体计算理论、工程软设计理论研究。1924年3月出生于河南省温县。1952年毕业于哈尔滨工业大学，获硕士学位。     1994年当选中国工程院院士。
