,西安科技大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
,西北大学,0,0,0,0,2,2,3,4,5,6,6,6,6,7,9,10,10,11,11,12
,西北电讯工程学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3
,西北工学院,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,西北工业大学,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,4,6,6,7
,西北农林科技大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,西北农学院,0,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
交通大学,西南交通大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
拆分,西南联合大学,0,1,2,32,37,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41
,西南农业大学,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
,西南师范大学,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
,西南石油学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
,香港大学,0,1,1,1,2,2,3,3,4,7,9,9,9,9,9,9,9,9,9,9
,香港中文大学,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2
,香港珠海书院,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
,湘潭大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
,湘雅医学院,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,新疆工学院,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
拆分,燕京大学,0,7,9,20,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
,扬州师院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,宜春学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
,印度尼西亚万隆工学院,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,英国格拉斯哥大学,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,英国曼彻斯特大学,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,英国纽加索大学,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,原辽宁医学院,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,云南大学,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3
,张掖师范专科学校(现河西学院),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
,长安大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
,长春地质学院,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,5,7,8,11,11
,长春东北大学,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,长春工业大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
,长春中医学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,长沙铁道学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
浙江大学,浙江大学,0,1,1,25,35,37,41,42,43,45,46,47,47,47,47,50,53,59,61,61
浙江大学,浙江公立专门学校,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,浙江农业大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
,浙江师范大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
浙江大学,浙江医药专科学校,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,郑州测绘学院,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
,郑州大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
,郑州工学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
中国地质大学,中国地质大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,中国地质调查所,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,中国纺织大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,中国海洋大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
,中国科学技术大学,0,0,0,0,3,4,5,6,8,12,19,21,23,24,28,30,33,34,43,44
,中国矿业大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
,中国人民解放军军事工程学院,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
,中国人民解放军通信工程学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,中国人民解放军通信学院,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,中国人民解放军信息工程学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,中国药科大学,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
,中国医科大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,中南矿冶学院,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3
,中山大学,0,3,3,14,15,15,15,15,16,16,16,16,16,18,18,18,18,18,18,18
,中山医科大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
南京大学,中央大学,0,2,3,34,52,55,58,59,59,59,59,59,59,59,59,59,59,59,59,59
,重庆兵工大学,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,重庆大学,0,0,0,3,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
,重庆军政部兵工学校大学,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,重庆师范大学,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,重庆医科大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
