,山东农学院,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,山东师范大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
,山东医学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,山西大学,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3
,山西矿业学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,山西农学院,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
,山西农业大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
,陕西师范大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
拆分,上海大同大学,0,3,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
,上海大夏大学,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,上海第二医学院,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,上海第一医学院,0,0,0,1,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7
,上海国立中法上学院,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,上海沪江大学,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
交通大学,上海交通大学,0,5,5,15,23,24,25,26,26,26,26,26,26,26,26,26,26,26,26,26
,上海科技大学,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,上海科学技术大学,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
,上海劳动大学,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,上海圣约翰大学,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,上海师范学院,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
,上海同济医工专门学校,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,上海医学院,0,1,1,3,4,6,6,7,8,8,8,10,10,10,10,10,10,10,10,10
,上海恽铁樵函授中医学校,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,绍兴文理学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,沈阳农业大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,沈阳药科大学,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
,沈阳药学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,四川大学,0,0,0,1,1,1,1,3,3,3,4,4,4,4,5,5,6,7,8,9
,四川化工学院,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,四川师范大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
,苏联敖德萨水文气象学院,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
,苏联国立哈尔科夫大学,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
,苏联列宁格勒大学,0,0,0,0,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5
,苏联列宁格勒矿业学院,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,苏联列宁格勒水运学院,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,苏联莫斯科包曼高等工学院,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,苏联莫斯科大学,0,0,0,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
,苏联莫斯科动力学院,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,苏联茹科夫斯基空军工程学院,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,苏州大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
,苏州东吴大学,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,苏州建筑工程学校,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
,台湾大学,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
,台湾东海大学,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,台湾清华大学,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
,太原理工大学,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
,唐山工学院,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
,唐山工业专门学校,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
交通大学,唐山交通大学,0,0,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
交通大学,唐山路矿学堂,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
交通大学,唐山铁道学院,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,天津北洋大学,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,天津大学,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3,4,6,7
,天津师范学院,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2
,天津医科大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
同济大学,同济大学,0,3,3,10,14,16,17,17,19,20,20,20,20,20,20,20,20,20,20,20
同济大学,同济医科大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,王泽中西医学函授班,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,乌克兰哈尔科夫大学,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,武汉测绘学院,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
武汉大学,武汉大学,0,1,1,6,14,15,15,17,17,18,18,20,20,20,22,23,24,24,25,26
,武汉地质学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3
,武汉水利电力学院,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4
,西安电子科技大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3
,西安工程学院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,西安建筑科技大学,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
交通大学,西安交通大学,0,0,0,0,0,0,1,1,1,2,3,4,5,6,6,7,8,9,10,12
