毕业院校,当选年份,test
浙江大学,2017,1364
中国科学技术大学,2017,1365
北京大学,2019,1366
北京大学,2019,1367
北京医科大学,2019,1368
成都科技大学,2019,1369
大连工学院,2019,1370
大连理工大学,2019,1371
东北重型机械学院,2019,1372
阜阳师范学院,2019,1373
贵州大学,2019,1374
国防科技大学,2019,1375
国防科学技术大学,2019,1376
合肥工业大学,2019,1377
湖北大学,2019,1378
湖南农学院(现湖南农业大学),2019,1379
华东石油学院,2019,1380
华中理工大学,2019,1381
吉林大学,2019,1382
吉林大学,2019,1383
吉林大学,2019,1384
江西工学院,2019,1385
兰州大学,2019,1386
兰州大学,2019,1387
南京大学,2019,1388
南京大学,2019,1389
南京航空航天大学,2019,1390
南京化工学院,2019,1391
南京师范大学,2019,1392
南开大学,2019,1393
山东大学,2019,1394
山东大学,2019,1395
山东医学院,2019,1396
山西矿业学院,2019,1397
陕西师范大学,2019,1398
沈阳农业大学,2019,1399
沈阳药学院,2019,1400
四川大学,2019,1401
天津大学,2019,1402
天津大学,2019,1403
武汉大学,2019,1404
武汉水利电力学院,2019,1405
武汉水利电力学院,2019,1406
西安电子科技大学,2019,1407
西安工程学院,2019,1408
西安交通大学,2019,1409
西北电讯工程学院,2019,1410
长春地质学院,2019,1411
长春地质学院,2019,1412
长春地质学院,2019,1413
长春中医学院,2019,1414
浙江大学,2019,1415
浙江大学,2019,1416
浙江农业大学,2019,1417
中国纺织大学,2019,1418
中国科学技术大学,2019,1419
中国科学技术大学,2019,1420
中国科学技术大学,2019,1421
中国科学技术大学,2019,1422
中国科学技术大学,2019,1423
中国科学技术大学,2019,1424
中国科学技术大学,2019,1425
中国科学技术大学,2019,1426
中国科学技术大学,2019,1427
中国人民解放军通信工程学院,2019,1428
中国人民解放军信息工程学院,2019,1429
中山医科大学,2019,1430
北京大学,2021,1431
北京大学,2021,1432
北京大学,2021,1433
北京大学,2021,1434
北京大学,2021,1435
北京航空航天大学,2021,1436
北京航空学院,2021,1437
北京师范大学,2021,1438
成都地质学院,2021,1439
第四军医大学,2021,1440
电子科技大学,2021,1441
东北师范大学,2021,1442
东南大学,2021,1443
福建师范大学,2021,1444
复旦大学,2021,1445
复旦大学,2021,1446
贵州农学院,2021,1447
国防科技大学,2021,1448
国防科技大学,2021,1449
哈尔滨工业大学,2021,1450
河北科技大学,2021,1451
华中工学院,2021,1452
华中工学院,2021,1453
吉林大学,2021,1454
吉林大学,2021,1455
吉林大学,2021,1456
吉林工业大学,2021,1457
江西农业大学,2021,1458
兰州大学,2021,1459
兰州大学,2021,1460
南京大学,2021,1461
南京大学,2021,1462
南京大学,2021,1463
南京大学,2021,1464
南京工学院,2021,1465
南京气象学院,2021,1466
南开大学,2021,1467
宁波大学,2021,1468
清华大学,2021,1469
日本群马大学,2021,1470
厦门大学,2021,1471
山东大学,2021,1472
山东大学,2021,1473
陕西师范大学,2021,1474
绍兴文理学院,2021,1475
四川大学,2021,1476
天津大学,2021,1477
同济医科大学,2021,1478
武汉大学,2021,1479
武汉地质学院,2021,1480
西安电子科技大学,2021,1481
西安交通大学,2021,1482
西安交通大学,2021,1483
西北大学,2021,1484
西北工业大学,2021,1485
西北农林科技大学,2021,1486
扬州师院,2021,1487
郑州工学院,2021,1488
中国地质大学,2021,1489
中国科学技术大学,2021,1490
中国医科大学,2021,1491
重庆医科大学,2021,1492
